-8|-12.-14	-12|-8.-12.-14	1.0
-5|0.4.-4	-6|-5	1.0
-7|-12.-15	-12|-7	1.0
-12|-8.-12.-17	-17|-12	1.0
4|7	-2|	1.0
-12|-14	-9|-12.-14	1.0
-12|-14	-8|-12.-14	1.0
-7|-12	-13|-7	0.5
-7|-12	-12|-7	0.25
-7|-12	-10|-7.-12	1.0
-9|-12.-9.-4	-6|	1.0
-17|-15	-10|-17	1.0
-16|	-17|-16	0.5
-16|	-13|-16	1.0
-16|	-7|-16	1.0
-10|-7.-5	-17|-10	1.0
-8|-13	-13|-8	1.0
-3|0	-6|-3	1.0
-3|2	5|	1.0
-13|-5	-17|-13.-5	1.0
0|4.-7	-5|0.4.-7	1.0
-9|-12	-6|	0.142857142857
-9|-12	-12|-9.-12	1.0
-9|-12	-4|-9	0.285714285714
7|	2|7	1.0
7|	4|7	1.0
-9|-4	-12|-9.-4	0.5
-2|	7|	1.0
-10|-7.-16	-13|-10.-7.-16	1.0
-8|-5	-1|-8	0.25
-8|-5	-12|-8.-5	0.666666666667
-6|-13	-10|-6	1.0
-5|-10	-10|-5	0.6
-5|-10	-1|-5	0.2
-5|-10	-6|-5	0.2
-9|-14	-5|-9	1.0
-13|-16	-8|-13	1.0
-9|-12.-14	-4|-9	1.0
-10|-7.-17	-13|-10	1.0
-6|-3	-9|-6.-3	1.0
-5|0.4.-12	7|	1.0
-5|	-10|-5	0.444444444444
-5|	-13|-5	1.0
-5|	7|	0.0545454545455
-5|	-17|-5	1.0
-5|	-8|-5	0.75
-5|	-12|-5	1.0
-5|	-9|-5	0.5
-5|	-1|-5	1.0
-5|	4|-5	1.0
-5|	2|-5	0.333333333333
-5|	-7|-5	1.0
-5|	-6|-5	0.4
-17|-12	-15|-17	0.166666666667
-17|-12	-5|-17	0.25
-17|-12	-13|-17	0.25
-17|-12	-12|-17	0.166666666667
-17|-12	-14|-17	0.0833333333333
-17|-12	-7|-17.-12	1.0
-10|-7.-12	-15|-10	1.0
-7|-16	-10|-7.-16	1.0
4|	-2|	0.2
4|	0|	0.8
-12|-9.-12	-17|-12	1.0
-10|	-13|-10	0.142857142857
-10|	-14|	0.04
-10|	-12|-10	1.0
-10|	-15|-10	0.5
-10|	-17|-10	0.666666666667
-10|	-3|-10	1.0
-10|	-7|	0.12
-10|	-5|-10	0.6
-10|	-6|	0.06
-1|-5	2|-1	1.0
-12|-7	-16|-12	1.0
-14|-12	-15|-14	0.5
-14|-12	-9|-14	0.5
2|-1	3|	0.5
2|-1	5|	0.5
-12|-10	-15|	1.0
-9|-6	-12|-9.-6	1.0
-9|-6	-10|-9	0.285714285714
0|4.-4	-5|0.4.-4	1.0
0|2	-17|0	1.0
-5|-17	-9|-5	0.25
-5|-17	-13|-5	0.75
-17|-5	-12|-17	1.0
-17|-13.-10	-12|-17	0.5
-17|-13.-10	-10|-17	0.5
0|3	-3|0	1.0
2|5	-4|2	0.6
2|5	-1|	0.4
-12|-8.-12	-14|-12	0.166666666667
-12|-8.-12	-17|-12	0.166666666667
-12|-8.-12	-15|	0.666666666667
5|	2|5	0.6
-16|-15	-13|-16	1.0
-8|-12.-17	-12|-8.-12.-17	1.0
-8|-12.-17	-5|-8	0.75
-10|-7	-13|-10	0.47619047619
-10|-7	-14|	0.0952380952381
-10|-7	-15|-10	0.0952380952381
-10|-7	-17|-10	0.190476190476
-10|-7	-6|	0.142857142857
-5|0.-4	-8|-5.0	1.0
-12|-8.-12.-14	-14|-12	1.0
-13|	-14|	0.04
-13|	-17|	0.4
-13|	-16|	0.08
-13|	-10|-13	0.75
-13|	-8|-13	1.0
-13|	-6|-13	1.0
-13|	-9|-13	0.333333333333
-13|	-7|-13	0.5
-12|-5	-17|-12.-5	1.0
-5|-1	-10|-5.-1	1.0
-5|-1	-7|-5	0.4
-10|-9	-12|-10	0.5
-10|-9	-5|-10.-9	1.0
-5|-12	-8|-5	0.428571428571
-5|-12	-17|-5	0.285714285714
-5|-12	-12|-5	0.285714285714
-15|-10	-8|-15	0.5
-15|-10	-17|-15	0.5
-13|-7	-17|-13.-7	0.25
-7|	0|	0.0294117647059
-7|	-10|-7	0.47619047619
-7|	-12|-7	1.0
-7|	-13|-7	1.0
-7|	4|-7	1.0
-5|0	-8|-5.0	1.0
-5|0	7|	0.214285714286
-5|0	4|-5	0.142857142857
-5|0	2|-5	0.214285714286
-5|0	-6|-5	0.214285714286
-17|-13.-5	-7|-17	1.0
2|	-3|2	1.0
2|	0|2	1.0
2|	-4|2	0.25
2|	3|	0.111111111111
2|	5|	0.111111111111
2|	-1|	0.222222222222
129|	-5|129	1.0
-15|-17	-12|-15	1.0
-12|-8	-7|-12	0.193548387097
-12|-8	-14|-12	0.0645161290323
-12|-8	-17|-12	0.387096774194
-12|-8	4|-12	0.0967741935484
-12|-8	-15|	0.258064516129
-17|-13.-8	-5|-17	1.0
-17|0	-12|-17	1.0
-5|0.4.-5	2|-5	1.0
-12|	-7|-12	0.25
-12|	-9|-12	0.285714285714
-12|	-5|-12	0.285714285714
-12|	-8|-12	0.333333333333
-12|	-14|-12	0.5
-12|	-17|-12	0.25
-12|	-16|-12	1.0
-12|	4|-12	1.0
-12|	-15|	0.148936170213
-8|-5.0	-1|-8	1.0
-10|-17	-7|	0.5
-10|-17	-5|-10	0.5
-12|-9.-6	-5|-12	1.0
-17|-13.-7	-12|-17	0.25
-17|-13.-7	-8|	0.5
-17|-13.-7	-9|	0.25
0|4.-12	-5|0.4.-12	1.0
-12|-15	-7|-12.-15	1.0
-12|-15	-8|-12	0.8
-13|-10.-5	-14|	0.5
-13|-10.-5	-17|-13.-10	0.5
3|	0|3	1.0
4|-7	0|4.-7	1.0
-12|-8.-15	-17|-12	1.0
-6|	-9|-6	0.285714285714
-6|	2|-6	1.0
-6|	-5|-6	1.0
-6|	-10|-6	1.0
-9|-6.-3	-10|-9	1.0
-13|-10	-14|	0.142857142857
-13|-10	-17|-13.-10	0.5
-13|-10	-9|-13	0.428571428571
-13|-10	-6|-13	0.142857142857
-5|-6	-1|-5	1.0
0|-4	-5|0.-4	1.0
-13|-17	-10|-13	0.666666666667
-13|-17	-7|-13	0.333333333333
-10|-14	-7|	1.0
-7|-5	-10|-7.-5	1.0
-15|	-16|-15	1.0
-15|	-8|-15	1.0
-15|	-12|-15	0.2
-15|	-17|-15	1.0
