24 => 12 0.0769230769231
24 => 14 0.0769230769231
24 => 17 0.0769230769231
24 => 23 0.307692307692
24 => 19 0.307692307692
24 => 16 0.0769230769231
24 => 21 0.0769230769231
1 4 => 1 0.166666666667
1 4 => -3 0.5
2 11 12 => 11 1.0
-1 0 => 2 0.5
-1 0 => -3 0.5
5 9 0 => 9 1.0
-3 7 => 5 1.0
14 19 12 => 24 1.0
-7 -5 => -7 0.25
-7 -5 => -3 0.75
0 9 => 0 0.545454545455
0 9 => 5 0.363636363636
0 9 => 7 0.0909090909091
-8 2 => 11 0.666666666667
-8 2 => 8 0.333333333333
-2 -3 => -5 0.333333333333
-2 -3 => -2 0.666666666667
3 10 => 5 1.0
12 14 => 11 0.0909090909091
12 14 => 10 0.0454545454545
12 14 => 12 0.409090909091
12 14 => 16 0.181818181818
12 14 => 5 0.136363636364
12 14 => 4 0.136363636364
17 19 => 21 0.166666666667
17 19 => 22 0.25
17 19 => 16 0.583333333333
-6 => 2 1.0
14 16 => 19 0.2
14 16 => 13 0.0666666666667
14 16 => 12 0.266666666667
14 16 => 17 0.466666666667
17 7 => 17 0.666666666667
17 7 => 16 0.333333333333
14 7 => 17 1.0
18 16 => 18 0.333333333333
18 16 => 14 0.666666666667
10 12 => 9 0.4
10 12 => 10 0.3
10 12 => 14 0.2
10 12 => 7 0.1
7 9 => 11 0.25
7 9 => 10 0.416666666667
7 9 => 12 0.166666666667
7 9 => 7 0.0833333333333
7 9 => 6 0.0833333333333
-1 5 => 0 0.5
-1 5 => -3 0.5
6 12 => 10 0.5
6 12 => 7 0.5
10 7 => 1 0.5
10 7 => 4 0.5
17 12 => 9 0.0833333333333
17 12 => 10 0.0833333333333
17 12 => 14 0.166666666667
17 12 => 17 0.5
17 12 => 16 0.166666666667
14 11 => 9 0.454545454545
14 11 => 8 0.0909090909091
14 11 => 12 0.272727272727
14 11 => 14 0.0909090909091
14 11 => 16 0.0909090909091
-2 9 5 => 9 1.0
2 4 7 => 0 1.0
18 19 => 18 0.5
18 19 => 16 0.5
7 11 => 12 0.25
7 11 => 14 0.25
7 11 => 7 0.5
10 5 => 9 0.2
10 5 => 10 0.6
10 5 => 7 0.2
8 9 => 11 1.0
9 14 => 9 0.5
9 14 => 21 0.5
-3 -5 => -7 0.333333333333
-3 -5 => -6 0.333333333333
-3 -5 => -3 0.333333333333
4 12 => 9 0.25
4 12 => 2 0.25
4 12 => 5 0.125
4 12 => 4 0.375
8 11 => 8 0.75
8 11 => 4 0.25
14 9 12 => -5 1.0
13 16 => 9 0.625
13 16 => 13 0.375
5 7 => 13 0.0714285714286
5 7 => 12 0.107142857143
5 7 => 16 0.0357142857143
5 7 => 1 0.0357142857143
5 7 => 5 0.25
5 7 => 4 0.142857142857
5 7 => -3 0.107142857143
5 7 => -2 0.107142857143
5 7 => 9 0.142857142857
16 17 12 => 10 1.0
5 11 2 => 4 1.0
17 => 24 0.0166666666667
17 => 10 0.0166666666667
17 => 12 0.2
17 => 14 0.25
17 => 16 0.2
17 => 19 0.2
17 => 5 0.0166666666667
17 => 7 0.05
17 => 9 0.05
23 => 24 0.625
23 => 21 0.375
24 19 => 17 0.25
24 19 => 16 0.75
6 9 => 7 1.0
8 4 2 => 1 1.0
