24 => 16 1.0
2 4 => 5 0.142857142857
2 4 => 16 0.142857142857
11 7 => 2 0.5
11 7 => 6 0.5
-1 5 => 14 1.0
5 7 => 9 0.5
5 7 => 8 0.25
5 7 => 3 0.25
-2 7 => -5 0.5
-2 7 => 3 0.25
-2 7 => 6 0.25
17 16 14 => 2 1.0
10 2 => 5 1.0
17 => 12 0.5
17 => 16 0.5
3 => 1 0.0714285714286
3 => 0 0.0714285714286
3 => 2 0.142857142857
3 => 5 0.0714285714286
3 => 4 0.0714285714286
3 => 7 0.142857142857
3 => -2 0.357142857143
3 => 8 0.0714285714286
0 1 => -5 1.0
8 0 => -3 1.0
4 -1 => 2 1.0
17 16 => 14 1.0
4 7 => 19 0.2
4 7 => 12 0.2
4 7 => 2 0.2
4 7 => 16 0.4
-2 -4 => -5 1.0
5 4 => 2 0.6
5 4 => 5 0.4
7 3 => 7 0.25
7 3 => -2 0.75
-4 -2 => -4 0.5
-4 -2 => 0 0.5
-5 -7 => 1 1.0
8 => 0 0.2
8 => 7 0.6
8 => 16 0.2
