5|7.5	4|5.7.5	0.5
7|9	9|7	0.25
7|9	6|	0.1875
7|9	12|7.9	1.0
7|9	0|7	0.0625
7|9	2|7	0.0625
7|9	-5|	0.0625
7|9	19|7	0.0625
7|9	5|7.9	1.0
7|9	129|	0.0625
0|-1	-1|	1.0
7|	5|7	0.0909090909091
7|	9|7	0.785714285714
7|	6|	0.104166666667
7|	0|7	1.0
7|	12|	0.104166666667
7|	4|7	1.0
7|	2|7	0.5
7|	-5|	0.0208333333333
7|	19|7	0.5
7|	11|7	0.333333333333
7|	129|	0.0208333333333
9|5	14|9.5	1.0
9|5	7|9.5	1.0
9|5	11|9.5	1.0
2|4.6	9|2	0.5
2|4.6	19|	0.5
4|5.7.5	0|4	0.5
4|5.7.5	14|	0.25
4|5.7.5	5|	0.25
12|14.11	0|	1.0
12|	7|12	0.166666666667
12|	11|12	0.478260869565
12|	5|12	0.333333333333
12|	17|	0.0175438596491
12|	0|	0.0877192982456
12|	16|12	1.0
12|	14|12	0.0555555555556
-5|	0|-5	0.333333333333
-5|	2|-5	0.5
7|2	6|	0.5
7|2	11|7	0.5
-3|9	2|-3	1.0
14|19	12|	0.333333333333
14|19	19|14	0.333333333333
14|19	11|14	0.333333333333
14|12	11|14.12	1.0
14|12	6|	0.0555555555556
14|12	16|14	0.111111111111
14|12	12|	0.722222222222
14|12	7|14	0.0555555555556
4|	7|4	0.666666666667
4|	12|4	1.0
4|	14|	0.0227272727273
4|	-5|	0.0227272727273
4|	0|4	1.0
4|	16|	0.0227272727273
4|	2|4	0.125
4|	9|4	1.0
4|	5|	0.5
19|17	12|19	0.5
19|17	17|	0.5
5|2	4|5.2	1.0
5|2	9|5	0.666666666667
16|14	12|16	0.166666666667
16|14	4|16	0.166666666667
16|14	18|	0.166666666667
16|14	17|	0.5
5|12	4|	0.333333333333
5|12	7|5	0.333333333333
5|12	17|	0.333333333333
4|6	2|4.6	0.5
7|14	12|	1.0
9|7	11|9.7	0.272727272727
9|7	-3|9	0.142857142857
9|7	5|	0.0714285714286
11|12	7|11	0.130434782609
11|12	12|11.12	0.375
11|12	9|	0.478260869565
11|12	129|	0.0434782608696
4|5.2	-5|	1.0
9|2	7|9.2	1.0
9|2	12|9	0.5
4|5.7.9	16|	0.333333333333
4|5.7.9	2|4	0.666666666667
2|5	-1|	1.0
12|7.9	7|12	1.0
5|	4|	0.658536585366
5|	9|5	0.333333333333
5|	17|	0.0243902439024
5|	2|5	1.0
5|	-7|	0.0243902439024
5|	7|5	0.5
5|4.2	2|5	0.25
5|4.2	7|5	0.75
7|12	5|7	0.5
7|12	9|7	0.166666666667
7|12	4|7	0.333333333333
12|11.12	7|12	0.125
12|11.12	11|12	0.375
12|11.12	14|12.11.12	0.5
12|11.12	0|	0.25
12|0	11|12	0.75
12|0	5|12	0.25
11|14	2|11	0.333333333333
11|14	9|	0.666666666667
12|7.11	14|12	0.5
12|7.11	5|12	0.5
7|9.5	-5|	1.0
9|4	12|9	1.0
2|9	7|2	0.5
2|9	14|2	0.5
2|0	9|2	0.25
2|0	4|2	0.75
5|7.9	4|5.7.9	0.666666666667
19|18	7|19	0.5
19|18	14|19	0.5
14|	6|	0.0277777777778
14|	16|14	0.166666666667
14|	12|	0.583333333333
14|	2|14	1.0
14|	11|14	0.666666666667
14|	7|14	1.0
14|	19|14	0.5
-7|	-5|	1.0
2|	19|	0.0869565217391
2|	14|2	0.5
2|	9|2	0.5
2|	0|	0.217391304348
2|	-1|	0.0434782608696
2|	4|2	0.2
2|	5|2	0.666666666667
2|	129|	0.0434782608696
2|	7|2	0.5
11|7	12|11.7	1.0
11|7	14|11	0.666666666667
129|	12|129	0.5
129|	0|	0.333333333333
11|9.5	-1|11	1.0
12|4	7|12	1.0
14|16.12	2|14	1.0
12|129	5|12	0.5
12|129	7|12	0.5
4|2	5|4.2	0.25
4|2	2|4	0.2
7|11	9|7	0.25
7|11	12|7.11	0.5
7|11	19|7	0.25
7|5	5|7.5	1.0
7|5	9|7	0.5
17|	16|17	0.166666666667
17|	19|17	0.5
9|6	2|9	1.0
5|7.4	-7|	1.0
12|19	17|	1.0
16|17	14|	0.833333333333
16|17	0|	0.166666666667
7|4	11|7	0.166666666667
7|4	5|7.4	1.0
7|4	9|7	0.666666666667
14|12.16	7|14	1.0
11|12.9	7|11	1.0
