15 3 12 3 => 8 1.0
24 => 25 0.05
24 => 26 0.1
24 => 12 0.1
24 => 20 0.05
24 => 21 0.05
24 => 22 0.05
24 => 23 0.05
24 => 19 0.1
24 => 18 0.1
24 => 27 0.05
24 => 7 0.2
24 => 8 0.05
24 => 15 0.05
-1 0 => 12 0.166666666667
7 -1 => 7 1.0
18 24 => 19 0.5
18 24 => 15 0.5
0 3 12 => 129 1.0
28 => 12 0.25
28 => 29 0.75
8 7 => 13 0.0454545454545
8 7 => 12 0.0454545454545
8 7 => 14 0.0454545454545
8 7 => 6 0.0909090909091
8 7 => 3 0.0454545454545
8 7 => 5 0.454545454545
8 7 => 4 0.0454545454545
8 7 => -2 0.0909090909091
8 7 => 8 0.136363636364
0 7 => 10 0.2
0 7 => 12 0.2
0 7 => 5 0.4
0 7 => 0 0.2
9 12 16 => 4 1.0
4 7 12 => 4 0.666666666667
4 7 12 => 7 0.333333333333
12 14 => 11 0.0588235294118
12 14 => 12 0.0588235294118
12 14 => 15 0.117647058824
12 14 => 2 0.117647058824
12 14 => 9 0.588235294118
12 14 => 129 0.0588235294118
17 19 => 11 0.142857142857
17 19 => 15 0.142857142857
17 19 => 20 0.428571428571
17 19 => 8 0.285714285714
19 24 => 21 1.0
25 14 => 26 1.0
8 5 => 1 0.2
8 5 => 8 0.2
8 5 => 2 0.2
8 5 => 7 0.2
8 5 => 17 0.2
24 15 => 24 1.0
14 7 => 11 0.25
14 7 => 13 0.25
14 7 => 12 0.25
14 7 => 17 0.25
6 7 => 11 0.166666666667
6 7 => 10 0.166666666667
6 7 => 2 0.333333333333
6 7 => -1 0.166666666667
6 7 => 9 0.166666666667
2 12 14 => 2 1.0
26 17 => 26 1.0
7 9 => 11 0.333333333333
7 9 => 10 0.333333333333
7 9 => 7 0.333333333333
6 12 => 9 0.5
6 12 => 6 0.5
7 8 => -5 0.1
7 8 => 10 0.2
7 8 => 4 0.1
7 8 => 7 0.6
10 7 => 11 0.333333333333
10 7 => 5 0.333333333333
10 7 => 14 0.333333333333
129 3 => 12 0.5
129 3 => 5 0.5
-5 12 => 0 1.0
17 12 => 19 0.0909090909091
17 12 => 9 0.363636363636
17 12 => 24 0.0909090909091
17 12 => 21 0.363636363636
17 12 => 16 0.0909090909091
-2 11 => -5 1.0
14 11 => 19 0.5
14 11 => 20 0.25
14 11 => 14 0.25
19 22 => 19 0.5
19 22 => 16 0.5
12 20 => 5 1.0
14 22 => 14 1.0
18 19 => 21 0.5
18 19 => 7 0.5
8 3 7 => 3 0.666666666667
8 3 7 => 6 0.333333333333
10 8 3 7 => 6 1.0
7 11 => 0 0.2
7 11 => 3 0.2
7 11 => 14 0.2
7 11 => 7 0.4
0 3 => 2 0.142857142857
0 3 => 0 0.428571428571
0 3 => 12 0.142857142857
0 3 => 7 0.142857142857
0 3 => 6 0.142857142857
6 0 => 12 0.5
6 0 => -2 0.5
17 14 12 => 19 0.5
17 14 12 => 16 0.5
20 14 => 22 1.0
8 11 => 12 0.666666666667
8 11 => 2 0.333333333333
19 3 => -5 0.333333333333
19 3 => 7 0.666666666667
15 3 7 3 => 19 0.5
15 3 7 3 => 14 0.5
19 3 7 => 3 1.0
5 7 => 12 0.0434782608696
5 7 => 15 0.0434782608696
5 7 => 19 0.0434782608696
5 7 => -4 0.0434782608696
5 7 => 3 0.0434782608696
5 7 => 5 0.434782608696
5 7 => 4 0.0869565217391
5 7 => 8 0.260869565217
-5 20 => 5 1.0
27 18 => 27 1.0
17 => 11 0.0588235294118
17 => 25 0.0196078431373
17 => 13 0.0196078431373
17 => 12 0.21568627451
17 => 15 0.137254901961
17 => 14 0.0588235294118
17 => 16 0.0392156862745
17 => 19 0.137254901961
17 => 26 0.0392156862745
17 => 2 0.0392156862745
17 => -1 0.0196078431373
17 => 7 0.0588235294118
17 => 6 0.0196078431373
17 => 9 0.0196078431373
17 => 20 0.0392156862745
17 => 5 0.0392156862745
17 => 21 0.0392156862745
23 => 24 1.0
24 19 => 24 0.5
24 19 => 16 0.5
6 9 => 7 1.0
8 20 => 19 0.2
8 20 => 8 0.6
8 20 => 5 0.2
7 3 => 11 0.0454545454545
7 3 => 10 0.0454545454545
7 3 => 12 0.136363636364
7 3 => 15 0.0909090909091
7 3 => 14 0.0909090909091
7 3 => 19 0.0454545454545
7 3 => -4 0.0909090909091
7 3 => 5 0.0909090909091
7 3 => 7 0.272727272727
7 3 => 8 0.0909090909091
5 18 => 5 1.0
