-17|-3	2|-17.-3	1.0
2|-15	-10|	1.0
-17|2.-10	-29|	1.0
-3|-22	6|	1.0
-17|129	-1|-17	1.0
6|129	2|6	1.0
-17|7	129|-17	1.0
4|-8	-1|4	0.666666666667
4|-8	-5|4	0.166666666667
4|-8	2|4	0.166666666667
2|-3	-17|	0.5
2|-3	-22|	0.5
-29|	-17|-29	1.0
2|-10	-17|2.-10	1.0
2|-10	-10|2.-10	0.111111111111
2|-10	-22|	0.214285714286
0|-24	-8|0	1.0
-13|-1	0|-13	0.8
-13|-1	-25|	0.2
0|-1	-8|0	0.666666666667
0|-1	-5|0.-1	1.0
-5|-8.-1	4|-5	1.0
-1|7	4|-1	0.166666666667
-1|7	7|-1	0.5
-1|7	-27|	0.166666666667
-1|7	-3|-1	0.166666666667
-1|-20	-5|-1.-20	1.0
-1|-20	-8|-1	0.666666666667
7|	-1|7	0.166666666667
7|	6|7	1.0
7|	-17|7	1.0
7|	0|7	1.0
-8|-5	0|-8	0.428571428571
-8|-5	-27|	0.428571428571
-8|-5	-5|-8	0.142857142857
6|-25	4|6	1.0
-5|-1.-8	4|-5	1.0
-12|-24	0|-12	1.0
-8|-24	-5|-8	1.0
4|129	2|4	1.0
-5|-10	-32|	1.0
-22|	-10|-22	1.0
-22|	6|	0.166666666667
-22|	2|-22	0.75
-22|	-3|-22	1.0
2|-8	-1|2	1.0
129|-5	-17|129	0.5
129|-5	-20|129	0.5
-5|	0|-5	0.25
-5|	7|	0.12
-5|	-6|-5	1.0
-5|	-1|-5	0.666666666667
-5|	-8|-5	0.142857142857
-5|	-17|-5	1.0
-5|	4|-5	0.5
-5|	129|-5	0.5
-5|	-32|	0.04
-5|	2|-5	1.0
-5|	-20|-5	1.0
2|-1	-1|2.-1	0.75
2|-1	-5|2	0.692307692308
-1|-13	-13|-1	1.0
4|	129|4	1.0
4|	-1|4	0.857142857143
4|	-3|4	0.111111111111
4|	-8|4	0.25
4|	-5|4	0.333333333333
4|	2|4	0.333333333333
-17|-7	-7|	1.0
-10|2.-10.-15	-5|-10	1.0
-5|2	129|-5	0.1
-5|2	-1|-5	0.5
-5|2	7|	0.4
-10|2.-10	0|-10	0.333333333333
-10|2.-10	7|-10	0.111111111111
-10|2.-10	-17|-10	0.111111111111
-10|2.-10	2|-10.2.-10	1.0
-10|2.-10	-12|	0.111111111111
-10|2.-10	-5|-10	0.111111111111
-5|-32	-20|-5	1.0
4|6	-1|4	0.5
4|6	2|4	0.5
-10|	2|-10	0.642857142857
-10|	0|-10	0.333333333333
-10|	7|-10	1.0
-10|	-17|-10	1.0
-10|	-5|-10	1.0
-10|	-32|	0.0434782608696
-10|	-12|	0.0434782608696
-10|	-22|	0.0434782608696
-1|-5	2|-1	0.666666666667
-1|-5	-8|-1.-5	1.0
-1|-5	7|-1	0.166666666667
-20|-6	2|-20	1.0
0|-8	-5|0	0.5
0|-8	-27|	0.5
2|-10.-22	-10|2.-10.-22	0.6
4|-24	2|4	1.0
-17|-5	-1|-17	1.0
0|-27	2|0	0.25
0|-27	-3|	0.25
0|-27	-8|0	0.25
0|-27	129|0	0.25
4|-27	-3|4	1.0
-20|-5	-6|	1.0
-20|-32	-6|	1.0
-20|-1	-8|-20	0.666666666667
-20|-1	-5|-20	0.333333333333
-24|	4|-24	1.0
-24|	-12|-24	1.0
-24|	-8|-24	1.0
-24|	0|-24	1.0
0|-13	-15|	1.0
7|-10	-17|7	1.0
-17|2.-7	-7|	1.0
-13|	0|-13	1.0
-13|	-1|-13	1.0
-13|	-25|	0.111111111111
2|-17.-3	-7|	1.0
4|-3	-3|4.-3	0.166666666667
-5|-1	-8|-5	0.416666666667
-5|-1	-17|-5	0.166666666667
-5|-1	4|-5	0.166666666667
-5|-1	-1|-5	0.0833333333333
-5|-1	-6|-5	0.0833333333333
-5|-1	2|-5	0.0833333333333
-10|2.-17	-22|	1.0
2|0	-25|2	0.857142857143
2|0	-22|	0.142857142857
7|-1	-1|7	0.8
7|-1	6|7	0.2
-8|-20	-1|-8	0.666666666667
-8|-20	4|-8	0.333333333333
-7|	-17|-7	1.0
-7|	-8|	0.0666666666667
-7|	2|-7	0.8
-7|	-24|-7	0.5
-5|0	0|-5	0.5
-5|0	-8|-5	0.1
-5|0	-1|-5	0.4
2|	-24|2	1.0
2|	-25|2	1.0
2|	-17|	0.175
2|	-5|2	0.1
2|	-20|2	0.75
2|	-10|	0.2
2|	-7|	0.1125
2|	-1|2	0.142857142857
2|	-22|	0.0625
129|	-3|	0.166666666667
129|	-17|129	1.0
129|	-20|129	1.0
129|	4|129	1.0
129|	-6|	0.166666666667
129|	6|129	1.0
-1|2	-20|-1	0.214285714286
-1|2	4|-1	0.357142857143
-1|2	-8|-1	0.0714285714286
-1|2	0|-1	0.214285714286
-1|2	-5|-1.2	1.0
-25|	2|-25	0.428571428571
-25|	-13|-25	1.0
-25|	6|-25	1.0
2|-10.-15	-10|2.-10.-15	1.0
-5|0.-1	-8|-5	1.0
-20|2	-8|-20	0.25
-20|2	-1|-20	0.75
-12|	0|-12	0.2
-12|	-24|	0.181818181818
-12|	-1|-12	0.75
-3|6	-17|-3	0.2
-3|6	6|	0.4
-3|6	2|-3	0.2
-3|6	-7|	0.2
-1|-17	-5|-1.-17	1.0
-1|-17	2|-1	0.8
2|-10.2.-10	-17|2.-10	1.0
-22|6	-3|-22	1.0
-6|	-5|-6	1.0
-6|	-20|-6	1.0
2|6	-1|2	1.0
-1|4	2|-1	0.142857142857
-1|4	-5|-1	0.857142857143
-25|2	2|-25	1.0
-5|-6	-32|	1.0
-3|4	-22|-3	0.444444444444
-3|4	2|-3	0.111111111111
-3|4	6|-3.4	1.0
-3|4	-27|	0.111111111111
-3|4	4|-3	0.222222222222
-8|	0|-8	0.5
-8|	2|-8	1.0
-8|	-1|-8	0.666666666667
-8|	4|-8	0.166666666667
-8|	-27|	0.107142857143
-8|	-22|	0.0357142857143
-8|	-5|-8	0.7
6|0	-25|6	1.0
-3|4.-3	-22|-3	0.666666666667
-3|4.-3	2|-3	0.166666666667
-3|4.-3	6|-3.4	0.166666666667
-1|-12	-25|-1	0.75
-1|-12	-13|-1	0.25
-15|	-10|-15	1.0
-15|	2|-15	1.0
