-3|-1.-5.-29	-5|-3.-1.-5.-29	1.0
-22|	2|-22	1.0
-22|	-3|-22	1.0
4|-6	-22|	1.0
2|0.-24	-19|2	1.0
0|-29	2|0.-29	1.0
-3|-1.-4	-5|-3.-1.-4	1.0
4|-5.-8	-8|	1.0
-24|0.-5.-3	4|-24	1.0
-29|-1.-10	2|-29.-1	1.0
-6|-3	7|	0.1
-6|-3	6|	0.2
-6|-3	2|-6	0.3
-6|-3	-10|	0.1
-6|-3	4|-6	0.3
-5|	0|-5	0.291666666667
-5|	-10|-5	1.0
-5|	-24|-5	0.2
-5|	-29|-5	0.333333333333
-5|	-8|-5	1.0
-5|	4|-5	0.615384615385
-5|	-1|-5	0.142857142857
-5|	-6|-5	1.0
-5|	-7|-5	1.0
2|-1	0|2.-1	1.0
-29|-1	-5|-29	0.166666666667
-29|-1	2|-29.-1	1.0
-29|-1	0|-29	0.666666666667
-8|129	-24|-8	1.0
4|	-5|4	1.0
4|	7|	0.046511627907
4|	-8|	0.209302325581
4|	-24|4	1.0
4|	-29|4	1.0
4|	0|4	1.0
4|	-12|	0.046511627907
4|	-22|	0.0697674418605
4|	2|4	1.0
5|2	-1|5	1.0
0|-5.-8.-1	-8|0	1.0
-19|2	0|-19	1.0
-10|	-3|	0.25
-10|	-8|-10	1.0
-10|	-1|-10	1.0
-10|	-5|-10	1.0
-1|-5	-29|-1.-5	1.0
-1|-5	5|-1	0.142857142857
-1|-5	-3|-1	0.714285714286
0|2.4.5	-24|0	1.0
-3|-7	-22|-3	0.25
-3|-7	-12|	0.25
-3|-7	-19|-3	0.5
0|2	-24|0	0.125
0|2	-1|0	0.375
0|2	4|0	0.5
4|-24	0|4	0.6
4|-24	-8|	0.4
-5|-3.-1.-4	-29|-5	1.0
2|0.-29	0|2.0	1.0
-4|	-1|-4	0.333333333333
-29|5	-5|-29	1.0
5|	4|5	1.0
5|	-1|5	0.375
5|	2|5	1.0
5|	-29|5	1.0
-24|	-5|-24	0.166666666667
-24|	-8|	0.108108108108
-24|	4|-24	0.6
-24|	-1|-24	1.0
-24|	0|-24	0.111111111111
-24|	9|	0.0810810810811
-1|-10	-29|-1.-10	1.0
-29|2	4|-29	1.0
-5|-24.0	0|-5.-24	0.5
-5|-24.0	-6|-5	0.5
0|-5.4	4|0.-5	1.0
-12|-1	-10|-12	1.0
2|0	-19|2	0.5
2|0	0|2.0	1.0
-24|0.-1	9|	1.0
-19|0	-1|-19	1.0
-3|-6	2|-3	0.333333333333
-3|-6	-5|-3.-6	1.0
-7|	-3|-7	0.5
-7|	-8|-7	1.0
-5|0	-8|-5	0.428571428571
-5|0	-6|-5	0.285714285714
-5|0	0|-5.0	1.0
2|	-1|2	0.5
2|	0|2	0.125
2|	-29|2	1.0
2|	-19|2	1.0
2|	5|2	1.0
2|	-22|	0.111111111111
2|	4|2	1.0
0|-5.-3	-24|0.-5.-3	1.0
129|	-8|129	1.0
129|	-24|129	1.0
129|	-10|	0.333333333333
0|-1.2	-4|	1.0
-24|-8	-5|-24	1.0
-1|2	7|	0.5
-1|2	0|-1.2	1.0
-5|-3	-24|-5	0.181818181818
-5|-3	-29|-5	0.272727272727
-5|-3	4|-5	0.363636363636
-5|-3	0|-5.-3	1.0
-5|-3	-7|-5	0.0909090909091
5|-29	4|5	0.5
5|-29	2|5	0.5
0|2.-1	-1|0	1.0
0|-1.5	-24|0.-1	1.0
-24|129	-1|-24	1.0
-12|	-7|	0.8
-12|	-10|-12	1.0
4|2	2|4	1.0
-24|0	4|-24	0.166666666667
-24|0	-1|-24	0.25
-24|0	-5|-24.0	0.5
-24|0	9|	0.25
5|-1	-29|5	1.0
2|-29.-1	-29|2	1.0
-1|-4	4|-1	0.333333333333
-1|-4	-3|-1.-4	1.0
-1|-5.-10	-29|-1.-5	1.0
-5|-8.0	4|-5.-8	1.0
-6|	-3|-6	0.666666666667
-6|	7|	0.0625
-6|	6|	0.125
-6|	2|-6	1.0
-6|	-10|	0.0625
-6|	4|-6	1.0
2|-29.4.-29	-1|2	1.0
-19|-3	-4|	1.0
-1|-5.-29.-5	5|-1	1.0
-8|-10	-24|-8	1.0
-5|-3.-6	-24|-5	1.0
4|5	2|4.5	1.0
-5|-3.-1.-5.-29	0|-5.-3	1.0
-7|-5	-8|-7	1.0
