melodic_variance,repeteadness_mean,repeteadness_variance,pitch_in_piece,weighted_abruptness,pitch_in_rules,branchiness_mean,branchiness_variance,melodic_mean,unweighted_abruptness,labels
0.998236332,7,3.969804375,18,3,3.317460317,2.984126984,2.015621063,2.222222222,2,American Folk
0,1,0,10,5,0,2,0.666666667,1,5,American Folk
0.543209877,15.26666667,20.03223145,13,9,4.888888889,2.888888889,0.839506173,1.888888889,9,American Folk
0.68359375,7,3.670975685,17,5,4.4375,3.5625,2.87109375,1.9375,8,American Folk
0.376033058,4,1.230921494,17,2,3.454545455,3.545454545,1.975206612,1.818181818,5,American Folk
0.429752066,10,8.286786105,17,1,1.454545455,3,1,1.545454545,9,American Folk
0.2875,5.8,2.463317871,21,2,2.675,3.5,1.45,1.75,2,American Folk
1.950617284,7.3,4.70378843,19,3,2.444444444,2.333333333,0.333333333,2.222222222,8,American Folk
1.289930556,13,14.06495351,15,2,2.291666667,2.916666667,1.493055556,2.041666667,2,American Folk
0.475624257,7,4.410894353,19,5,3.206896552,3.24137931,0.941736029,1.724137931,1,American Folk
0.63654321,7,4.209048577,25,7,4.2,3.933333333,3.151111111,1.911111111,1,American Folk
0.721682206,8.6,6.198776822,22,2,3.14084507,3.521126761,2.615750843,2.197183099,2,American Folk
0.367768595,8.7,5.753648027,27,9,3.954545455,3.318181818,2.30785124,1.636363636,10,American Folk
0.661742074,15.8,21.24499538,18,5,3.701754386,3.438596491,2.070791013,2.070175439,7,American Folk
0.868512111,16,22.92967395,29,3,2.941176471,3.176470588,1.292387543,2.117647059,3,American Folk
0.281054717,6,3.225059537,39,6,4.179012346,4.617283951,5.149824722,1.87654321,7,American Folk
0.588326446,9,6.451222198,38,21,11.61363636,3.787878788,3.167125803,2.159090909,29,American Folk
0.5536,9.875,8.47067322,22,3,3.26,3.4,1.88,1.92,1,American Folk
0.418549346,5,2.010768957,28,2,3.931034483,3.034482759,0.653983353,1.827586207,2,American Folk
0.24,8.96969697,6.267317203,14,11,3.666666667,2.266666667,0.595555556,1.6,7,American Folk
0.25,11,10.03119726,26,4,2.428571429,3.571428571,2.673469388,1.5,7,American Folk
0.7136,5,2.219648029,12,7,3.52,3.04,1.6384,1.92,9,American Folk
0.931129477,5.95,2.50575722,21,13,3.636363636,3.575757576,2.365472911,1.909090909,14,American Folk
0.753834916,5,1.895698224,22,4,5.054054054,3.027027027,1.215485756,1.945945946,20,American Folk
0.24426079,5,1.899218947,18,7,2.393939394,3.939393939,3.632690542,1.575757576,3,American Folk
0.778546713,10.67474747,9.417068735,14,2,4.941176471,3.441176471,2.040657439,2.470588235,8,American Folk
0.87226839,14,16.76785493,32,1,2.315789474,3.438596491,2.912896276,1.929824561,5,American Folk
0.21,6,3.124918115,24,8,1.15,3.4,1.64,1.3,5,American Folk
0.622000905,6.3,3.336597117,26,10,2.510638298,3.319148936,1.57899502,1.872340426,4,American Folk
0.53569161,7.936363636,5.410038176,20,2,5.733333333,3.904761905,3.09569161,2.161904762,2,American Folk
0.439909297,5.4,2.303291009,12,5,3.095238095,3.80952381,2.725623583,1.80952381,1,American Folk
0.792866941,4,1.2256,19,2,1.333333333,3.111111111,2.024691358,1.851851852,2,American Folk
0.198347107,2,0.21,13,6,2,2.545454545,1.157024793,1.272727273,6,American Folk
0.4775,6,2.887283951,24,5,2.3,3.55,2.8475,1.65,5,American Folk
0.259960339,8,5.2999563,38,1,3.976744186,4.372093023,5.287903371,1.813953488,3,American Folk
0.770661157,19.80952381,33.88770273,43,1,3.636363636,3.090909091,1.415977961,2.045454545,3,American Folk
0.735253772,9,6.425292234,22,10,5.259259259,3.111111111,2.024691358,1.925925926,10,American Folk
0.218112245,5,1.737985048,30,2,3.071428571,2.785714286,1.668367347,1.321428571,2,American Folk
0.506666667,5,2.136870434,14,3,1.8,2.933333333,0.862222222,1.6,5,American Folk
1.265306122,3.45,0.988249439,13,10,5.571428571,1.714285714,0.204081633,1.857142857,10,American Folk
0.517333984,11,10.58438458,33,5,3.0625,3.46875,3.030273438,1.828125,4,American Folk
0.244897959,3,0.77324263,16,7,3.047619048,3.523809524,1.77324263,1.571428571,5,American Folk
0.859375,13,13.2207049,12,4,4.21875,3.3125,1.52734375,2.125,4,American Folk
0.43100189,7,4.238464187,24,9,4.282608696,3.608695652,2.586011342,1.782608696,12,American Folk
0.773228907,19,32.37001721,26,10,5.641509434,3.094339623,1.934496262,2.018867925,9,American Folk
0.595997837,10,9.190375885,19,7,3.139534884,3.069767442,1.506760411,1.906976744,5,American Folk
0.339506173,11.9,11.22576335,17,5,3.5,2.888888889,0.598765432,1.777777778,3,American Folk
0.3216,8,5.190718587,26,5,4.38,3.36,1.5504,1.72,5,American Folk
0.675154321,8,5.414413196,22,8,2.888888889,3.111111111,1.765432099,1.861111111,8,American Folk
0.24872449,5,2.178767876,22,5,3.107142857,3.214285714,1.31122449,1.535714286,5,American Folk
0.914930556,8,5.349170918,9,2,2.75,2.916666667,1.409722222,2.208333333,2,American Folk
0.292544379,6.2,3.294191841,34,4,4.676923077,3.969230769,3.61443787,1.876923077,5,American Folk
0.198291782,10.8,9.017860791,30,2,4.98245614,4.140350877,4.54170514,1.763157895,4,American Folk
0.632653061,8.214285714,5.974431227,14,2,2.785714286,2.857142857,0.979591837,1.714285714,7,American Folk
0.714555766,6,2.808819,14,7,2.347826087,2.782608696,1.213610586,1.739130435,7,American Folk
0.576388889,12,11.95888993,19,4,3.888888889,3.055555556,1.163580247,1.916666667,4,American Folk
0.472222222,6,2.389889197,26,4,6.041666667,2.833333333,2.055555556,1.666666667,12,American Folk
0.314098751,9,6.371536,29,12,6.048780488,3.268292683,1.806067817,1.682926829,11,American Folk
0.559375,10.66666667,9.675784278,22,3,6.975,2.9,2.09,1.875,3,American Folk
0.409722222,7,3.719419992,17,2,3.5,2.666666667,0.555555556,1.583333333,2,American Folk
0.671103395,13.8,16.80127495,45,10,4.625,3.791666667,3.609375,2.152777778,10,American Folk
0.8125,5.9,2.523504068,13,7,2.6875,2.75,0.4375,1.75,7,American Folk
0.62585034,6.15,3.168544392,26,2,0.714285714,2.666666667,0.412698413,1.428571429,2,American Folk
0.722222222,10.6,8.249021917,17,7,2.916666667,3,1.5,1.833333333,7,American Folk
0.798611111,9,6.170660077,24,2,3.75,2.944444444,2.219135802,1.916666667,2,American Folk
2.80307643,28,69.4203923,24,3,5.772151899,2.987341772,1.556801795,2.670886076,5,American Folk
0.248661511,11,10.36773273,29,10,3,3.073170732,1.140987507,1.536585366,3,American Folk
1.058823529,2.91,0.45856093,10,7,3.235294118,3.058823529,1.23183391,2,5,American Folk
0.544132231,16,22.96488757,21,4,4.672727273,2.872727273,0.983801653,2.036363636,4,American Folk
0.482644628,13,14.15343434,24,12,3.545454545,3.090909091,1.900826446,1.909090909,2,American Folk
0.477508651,4,0.966023875,17,1,2.588235294,2.941176471,1.114186851,1.588235294,1,American Folk
1.267204921,11,10.49648986,20,6,4.901960784,2.980392157,1.587850827,2.215686275,6,American Folk
0.297142857,6.5,3.463744826,24,7,5.885714286,3.2,1.588571429,1.6,7,American Folk
2.8836,14,18.10255832,29,5,3.9,2.84,0.9344,2.42,3,American Folk
0.408834027,6,2.437973683,26,9,5.341463415,3.585365854,1.998810232,1.865853659,2,American Folk
0.832724617,13.80555556,15.60155073,15,4,4.972972973,3.297297297,3.992695398,2.243243243,12,American Folk
0.378888889,5,1.725714286,35,5,2.533333333,3.266666667,1.862222222,1.566666667,24,American Folk
0.4775,16,23.6720149,26,12,6.075,3.2,2.16,1.85,7,American Folk
0.445555556,16,20.67868997,34,3,3.422222222,3.488888889,1.91654321,1.9,2,American Folk
0.33843316,9,6.785659684,29,2,4.135416667,4,4.416666667,1.927083333,3,American Folk
0.466066482,7.735384615,4.562972076,20,4,2.421052632,3.263157895,1.088642659,1.815789474,4,American Folk
0.885802469,6,2.946479206,20,5,3.388888889,3.333333333,4.055555556,1.944444444,3,American Folk
0.244897959,5,2.1875,7,4,1.285714286,2.285714286,0.204081633,1.428571429,4,American Folk
0.741617357,11,9.652237818,32,5,3,3.128205128,1.804076266,1.769230769,5,American Folk
0.12244898,3,0.561983471,10,2,0.285714286,2.571428571,0.816326531,1.142857143,2,American Folk
0,0,0,12,5,0,2,0,1,5,American Folk
0.204081633,4,1.241359777,22,1,1.5,2.714285714,1.489795918,1.285714286,1,American Folk
1.217630854,8,5.648787916,19,11,7.742424242,3.333333333,3.828282828,2.545454545,18,American Folk
0.943310658,3.5,0.865764828,17,7,3.285714286,2.857142857,1.836734694,1.761904762,6,American Folk
0,2.909090909,0.586156198,9,6,0,1.6,0.64,1,6,American Folk
1.169066667,12.8,12.48288918,26,12,4.853333333,3.36,2.017066667,2.24,12,American Folk
0.243741427,12,12.22127289,26,4,3.712962963,4.12962963,4.538751715,1.842592593,4,American Folk
0.535147392,12,11.06573595,17,5,3,3.047619048,1.664399093,1.80952381,7,American Folk
0.387755102,8,5.349273199,21,7,4.357142857,2.285714286,0.489795918,1.428571429,7,American Folk
0.297190985,10,8.737923505,54,5,3.904761905,3.891156463,4.205840159,1.74829932,3,American Folk
0.3125,7,3.562833749,19,7,3.96875,3.625,1.421875,1.75,7,American Folk
1.7024,8,5.198245077,17,7,3.44,3.44,1.6864,2.24,7,American Folk
0.301038062,8,5.369492069,29,3,3.235294118,3.294117647,1.442906574,1.588235294,7,American Folk
1.096408318,12.15,13.50493811,17,7,4.630434783,3.086956522,1.775047259,2.347826087,10,American Folk
0.452730172,9,7.167666928,34,5,3.483412322,4.037914692,3.960647784,2.047393365,5,American Folk
0.369722222,5,2.223229595,36,5,2.583333333,3.3,1.643333333,1.716666667,4,American Folk
0.7396,25,48.72494167,21,7,3.68,2.88,0.7056,2.02,1,American Folk
0.245555556,14,17.25344664,24,7,6.9,3.066666667,1.728888889,1.566666667,7,American Folk
0.740894901,8.86,6.003919251,13,1,3.612903226,3.548387097,2.054110302,1.967741935,1,American Folk
0.770426381,8,5.146993498,24,5,3.753623188,3.47826087,2.046628859,2.202898551,8,American Folk
0.941736029,13,14.54556933,48,10,12.55172414,2.689655172,1.455410226,1.75862069,10,American Folk
0.372572335,9,7.277801807,32,1,3.08045977,3.540229885,1.880565464,1.827586207,10,American Folk
0.570644719,8,5.179930556,17,3,3.777777778,3.037037037,1.813443073,1.851851852,3,American Folk
0.689942472,7.39375,4.641958189,26,1,4.690140845,3.436619718,2.133306884,2.014084507,11,American Folk
1.324715297,21,30.29875789,22,8,4.368421053,2.842105263,1.361034164,2.280701754,12,American Folk
0.383767804,15.8,23.68124555,22,3,3,3.344262295,1.471647407,1.901639344,5,American Folk
1.108204518,9,6.556202001,14,5,4.620689655,3.103448276,1.058263971,2.172413793,5,American Folk
0.844780508,12.24,13.33482618,24,2,4.304347826,3.275362319,2.518378492,2.231884058,12,American Folk
0.85048011,4,1.071005917,17,15,3.740740741,2.962962963,1.59122085,1.962962963,7,American Folk
0.758711374,10.84888889,8.907830041,17,1,4.538461538,3.333333333,2.478632479,2.102564103,2,American Folk
0.555555556,3.25,0.859375,14,5,2.666666667,2.5,0.916666667,1.666666667,5,American Folk
1.23183391,4,1.265306122,12,1,3.411764706,2.941176471,0.761245675,1.941176471,1,American Folk
1.89,2.65,0.5,22,10,2.5,3,1.2,2.1,10,American Folk
0.673440454,10,7.550725196,29,3,3.956521739,3.260869565,2.192816635,1.97826087,10,American Folk
0.255633503,7,3.858295754,53,12,12.43154762,4.696428571,6.931653912,2.017857143,32,American Folk
1.005885016,15,20.91039595,19,8,3.170212766,3.14893617,1.488456315,2.191489362,3,American Folk
0.503896802,10,8.557059938,37,6,3.655737705,3.491803279,2.840096748,1.93442623,8,American Folk
0.346020761,8,5.882291266,15,1,1.529411765,2.470588235,0.484429066,1.352941176,1,American Folk
0.41322314,6.97,3.623296046,19,2,2.090909091,3.333333333,1.494949495,1.636363636,2,American Folk
0.242214533,3,0.484429066,19,7,2.294117647,3.411764706,1.653979239,1.411764706,7,American Folk
0.1875,4.85,1.666666667,12,12,1.5,2.5,0.25,1.25,1,American Folk
0.41322314,5,1.902497027,27,2,1.772727273,3.5,1.840909091,1.636363636,1,American Folk
0.282541322,10,8.74599192,22,4,2.954545455,3.454545455,2.111570248,1.613636364,9,American Folk
0.252099054,7,3.640145272,41,12,5.237113402,4.350515464,5.258582209,1.783505155,2,American Folk
0.249657064,6,3.047449321,24,7,2.222222222,3.111111111,1.580246914,1.481481481,2,American Folk
1.265306122,5,1.970612245,14,5,3.642857143,2.857142857,1.265306122,1.857142857,5,American Folk
0.879017013,17,26.88646985,14,3,2.804347826,3.217391304,1.90926276,2.347826087,3,American Folk
0.325141777,5,1.837370242,29,9,2.782608696,2.52173913,1.032136106,1.391304348,7,American Folk
0.454293629,8,5.758197501,21,12,3.947368421,2.842105263,1.501385042,1.578947368,5,American Folk
0.684009712,29,66.91665593,28,7,6.204301075,3.35483871,2.142906694,2.064516129,12,American Folk
0.37244898,6.55,3.3796,14,5,3.714285714,3,1,1.642857143,7,American Folk
0.471453287,8.688888889,6.107356099,22,7,2.352941176,3.176470588,1.910034602,1.617647059,1,American Folk
0.16,1,0,12,5,1,2.8,0.96,1.2,5,American Folk
0.343316289,12,12.04063341,27,2,2.621621622,3.513513514,2.574141709,1.621621622,5,American Folk
0.483809524,6,3.157340149,19,5,5.019047619,4.038095238,3.750929705,2.2,4,American Folk
0.5136,18,28.47432483,17,10,3.64,3.44,1.1664,2.08,10,American Folk
0.793650794,22,42.11886561,36,5,3.261904762,2.904761905,1.657596372,1.666666667,9,American Folk
0.1875,2.573529412,0.490965013,7,7,1.25,2.5,0.25,1.25,7,American Folk
0.493217497,16.38,23.26359328,29,4,4.259259259,3.555555556,2.271604938,1.975308642,17,American Folk
0.268698061,11,11.15102995,22,7,3.789473684,3.368421053,2.864265928,1.684210526,2,American Folk
0.294250792,14,16.15164246,26,15,4.234042553,3.319148936,1.621548212,1.70212766,12,American Folk
0.245746692,12,13.15613687,21,4,2.130434783,2.782608696,1.735349716,1.434782609,4,American Folk
1.694214876,12.6,12.53993251,12,7,5.181818182,3,1.181818182,2.181818182,7,American Folk
0.24691358,5,1.953238377,26,12,3.666666667,3.851851852,4.200274348,1.444444444,2,American Folk
0.234375,12,12.08825472,43,3,1.525,3.15,2.5775,1.375,4,American Folk
0.417352538,9,5.995195224,20,2,4.296296296,3.296296296,1.504801097,1.907407407,1,American Folk
0.388888889,12,12.1974928,29,12,4.833333333,2.833333333,0.472222222,1.666666667,12,American Folk
0.669591837,11.76,11.00741189,29,21,10.55714286,3.4,2.011428571,2.042857143,24,American Folk
0.327780092,10,7.359388005,38,4,3.897959184,4.06122449,5.363598501,1.755102041,5,American Folk
0.898022893,12,12.5267344,24,9,7.677419355,3.258064516,1.933402706,2.193548387,9,American Folk
0.365897838,11,10.5477425,26,10,3.241758242,3.626373626,2.102161575,1.912087912,14,American Folk
0.299030172,14,16.87269609,59,12,5.728448276,3.974137931,4.456227705,1.875,1,American Folk
1.07231405,9,7.20582591,29,5,3.545454545,2.818181818,1.148760331,1.863636364,3,American Folk
0.396121884,4,1.400546104,15,12,3.763157895,4.105263158,4.35734072,1.842105263,7,American Folk
0.222222222,3,0.559123795,10,5,2.5,3,1.333333333,1.333333333,5,American Folk
1.560874089,7,3.579009502,19,1,3.032258065,3.096774194,1.829344433,2.290322581,1,American Folk
0.501385042,8,4.663753832,20,4,3.789473684,3.157894737,1.764542936,1.842105263,4,American Folk
0.301020408,8,5.591046636,17,3,2,3.214285714,1.31122449,1.642857143,2,American Folk
0.46366782,5,1.784748513,12,5,2.588235294,3.294117647,2.089965398,1.647058824,5,American Folk
0.16,1.8,0.200267302,14,2,0.4,2,0,1.2,2,American Folk
0.92864549,7,4.02071055,36,7,3.349514563,3.689320388,2.99085682,2.058252427,3,American Folk
0.293209877,8,4.965444993,33,5,4.888888889,2.888888889,0.820987654,1.611111111,5,American Folk
0.600772889,11,11.4672868,19,2,3.879310345,3.379310345,2.338882283,2.051724138,1,American Folk
1.289780521,8.611904762,5.592536392,15,3,5.12962963,2.888888889,2.098765432,2.314814815,2,American Folk
0.382963989,13,15.24754756,24,1,4.842105263,3.157894737,2.290858726,1.657894737,4,American Folk
0.212051788,12,13.32015588,38,4,4.328467153,4.145985401,4.387447387,1.759124088,2,American Folk
1.798929209,14,15.87161856,19,7,3.317073171,2.975609756,1.340868531,2.390243902,5,American Folk
0.40665874,8.65,6.112243652,24,7,5.034482759,3.379310345,2.097502973,1.724137931,5,American Folk
0.422496571,10,7.769680696,19,4,4.962962963,3.185185185,1.410150892,1.851851852,3,American Folk
0.172839506,3.37752809,0.937383612,19,1,0.444444444,2.666666667,1.555555556,1.222222222,1,American Folk
0.413196322,10,8.38972571,20,7,3.023255814,3.441860465,3.502433748,1.651162791,1,American Folk
0.29033241,11,10.68866475,56,4,5.247368421,3.915789474,3.63501385,1.857894737,7,American Folk
0.595041322,3,0.785123967,12,5,3.727272727,3.090909091,1.173553719,1.636363636,4,American Folk
0.489892985,14,17.220096,22,12,2.172413793,3.034482759,1.136741974,1.689655172,12,American Folk
0.51446281,6.05,3.260833333,19,2,1.681818182,2.636363636,0.776859504,1.590909091,2,American Folk
0.616071429,7,4.2225,17,12,3.071428571,3.142857143,1.479591837,1.75,4,American Folk
1.113573407,8.8,5.893144523,14,3,2.736842105,3,0.894736842,2.210526316,3,American Folk
0.200401766,13,14.90888455,34,4,4.946808511,4.5,7.25,1.867021277,1,American Folk
1,8,5.086647727,14,4,3.888888889,2.777777778,1.061728395,2,7,American Folk
0.231404959,3.2,0.809688581,12,1,1.454545455,3.454545455,2.611570248,1.363636364,5,American Folk
0.366782007,3.25,0.864931997,24,4,6.117647059,4,4.823529412,1.529411765,4,American Folk
0.444632291,12,12.95010664,43,16,11.83516484,3.296703297,1.483395725,1.923076923,2,American Folk
0.382222222,7.15,4.43866705,12,7,2.533333333,3.533333333,1.448888889,1.866666667,6,American Folk
0.552469136,6,2.819575719,16,2,4,3.277777778,1.867283951,1.944444444,5,American Folk
0.816115702,10,9.263505421,16,8,4.090909091,3.272727273,2.107438017,2.045454545,7,American Folk
0.539256198,13,15.12320484,15,3,2.318181818,2.818181818,0.512396694,1.772727273,3,American Folk
0.172839506,5,2.222222222,12,2,0.333333333,2.666666667,0.444444444,1.222222222,2,American Folk
0.375735627,5,2.004418318,15,10,4.29787234,3.829787234,3.375282933,1.914893617,10,American Folk
0.49872449,7.919230769,5.343783592,19,7,3.375,3.321428571,1.503826531,2.035714286,3,American Folk
0.430362654,7.86,5.081233318,20,4,3,3.944444444,2.719135802,2.013888889,3,American Folk
0.41322314,7,3.926953981,14,12,2.363636364,2.727272727,0.743801653,1.363636364,2,American Folk
0.420898438,9,6.357640321,17,2,2.53125,3.1875,1.27734375,1.78125,2,American Folk
0.6144,4,1.374291115,17,12,3.6,3.36,2.3104,1.84,1,American Folk
0.469135802,14.6,17.64154691,31,12,3.796296296,3.185185185,1.743484225,1.777777778,10,American Folk
0.29578564,9,5.697086801,29,10,3.596774194,3.612903226,3.01144641,1.725806452,5,American Folk
0.462802768,23,41.3014514,26,9,3.955882353,3.264705882,1.959342561,1.911764706,5,American Folk
0.339156141,9,6.607980815,27,10,3,3.31147541,2.247245364,1.704918033,3,American Folk
0.482891196,14,17.50288169,29,12,3.078431373,3.333333333,1.633986928,1.784313725,5,American Folk
0.688705234,6.833333333,3.288130188,19,7,3.03030303,3.272727273,2.622589532,1.909090909,8,American Folk
1.265620191,12,11.26608201,28,4,5.526315789,3.473684211,1.582640813,2.122807018,9,American Folk
0.45213629,15,19.13375213,27,1,2.441860465,2.837209302,1.1595457,1.674418605,1,American Folk
0.432460937,8,6.359040936,34,7,4.28125,4.2,4.135,2.10625,3,American Folk
0.376654064,20,33.56197707,29,3,4.804347826,3.130434783,1.287334594,1.717391304,3,American Folk
0.5456,8.029285714,5.414006326,24,4,3.06,3.68,1.8176,1.88,7,American Folk
0.505513477,10.45,9.369916385,28,8,3.567164179,3.791044776,3.284695923,2.097014925,4,American Folk
0.398888889,8,4.586218165,19,4,4.1,3.8,2.226666667,1.966666667,1,American Folk
0.404674945,9.1,7.923486781,17,7,4.108108108,3.405405405,1.159970782,1.972972973,2,American Folk
1.268441404,6.902941176,3.389530973,27,3,5.536585366,3.146341463,1.905413444,2.109756098,22,American Folk
0.540642722,5.857142857,2.737218811,17,2,3.47826087,3.217391304,2.170132325,1.739130435,4,American Folk
0.561983471,6.95,3.367325702,14,7,3.909090909,2.727272727,0.925619835,1.727272727,7,American Folk
0.583333333,2.55,0.44,8,5,1,2,1,1.5,5,American Folk
0.728888889,5,1.937948112,16,2,2.933333333,2.4,0.906666667,1.733333333,4,American Folk
0.387755102,5.083333333,2.299129228,17,16,4.428571429,2.857142857,2.693877551,1.571428571,7,American Folk
0.567867036,8.909090909,6.422772178,22,1,2.921052632,3.263157895,1.56232687,1.894736842,1,American Folk
0.315500686,4,1.200617284,20,12,2.518518519,3.481481481,1.731138546,1.592592593,5,American Folk
0.996419271,8,5.667272778,24,1,4.75,3.625,2.796875,2.34375,3,American Folk
0.454320988,10.55,9.538896776,21,7,4.755555556,3.244444444,1.029135802,1.888888889,5,American Folk
0.249433107,4,1.133780992,14,2,1.80952381,3.523809524,3.58276644,1.476190476,2,American Folk
0.509695291,4,1.196734694,15,3,2.368421053,3.052631579,1.102493075,1.736842105,5,American Folk
0.386580486,15,18.98604871,22,1,2.456140351,3.438596491,1.755001539,1.771929825,2,American Folk
0,1.75,0.138888889,13,5,0,1.714285714,1.06122449,1,5,American Folk
0.5875,6,2.654955621,15,9,4.45,2.7,0.91,1.75,9,American Folk
1.74872449,6.736585366,3.725398428,42,34,25.03571429,3.357142857,4.801020408,2.464285714,25,American Folk
0.315581854,8.777777778,5.782629586,17,2,2.948717949,3.641025641,2.383957922,1.692307692,2,American Folk
1.2976,11,9.473418691,15,3,3.86,3.6,3.72,2.32,9,American Folk
0.7275,11,9.70521542,17,4,6.9,2.8,0.96,1.85,4,American Folk
0.659726353,16,20.85874935,21,5,4.097560976,3.536585366,2.858417609,2.268292683,4,American Folk
0,1.85,0.1875,8,7,0,2.4,0.24,1,7,American Folk
0.400292184,14,16.78089116,27,3,2.351351351,2.810810811,1.126369613,1.756756757,3,American Folk
0,2.63,0.531428571,12,5,0,2,0,1,5,American Folk
0.277700831,11,11.26482964,31,4,4.026315789,3.052631579,0.83933518,1.657894737,4,American Folk
0.550603915,7,4.205937374,19,5,3.959183673,3.795918367,2.815493544,2.020408163,7,American Folk
1.52734375,10.39473684,9.111967249,12,7,5.25,2.875,0.734375,2.1875,5,American Folk
0.565555556,5,2.158444753,12,7,3.3,3.266666667,1.795555556,1.966666667,5,American Folk
0,1.690625,0.149414063,14,12,0,2.8,0.56,1,12,American Folk
0.555061728,5,1.77481555,16,2,2.6,3.333333333,1.822222222,2.022222222,8,American Folk
0.865784499,6,3.167533819,20,4,1.608695652,3.043478261,2.128544423,1.782608696,1,American Folk
0.676388889,14.92307692,17.80404424,27,3,3.983333333,3.1,2.456666667,1.916666667,2,American Folk
0.263810124,8,4.94085937,29,12,3.31884058,4.376811594,5.858013022,1.710144928,2,American Folk
0.526859504,10,7.992811072,21,7,3.045454545,3.272727273,1.289256198,1.863636364,2,American Folk
0,1.739622642,0.143253827,23,8,0,2.75,0.6875,1,8,American Folk
0.618466459,28.7826087,75.54761536,32,5,3.568807339,3.467889908,3.368234997,2.073394495,2,American Folk
1.609467456,5.577777778,2.293976123,9,7,2.153846154,2.615384615,0.852071006,2.076923077,7,American Folk
1.296786389,8,5.163958251,20,5,1.913043478,2.608695652,0.933837429,1.913043478,2,American Folk
0.37244898,2.971698113,0.662454766,18,10,1.785714286,2.142857143,0.551020408,1.357142857,10,American Folk
0.338842975,7,3.554738119,19,7,2.454545455,3.363636364,3.504132231,1.545454545,4,American Folk
0.318367347,6,3.129552165,22,1,3.885714286,3.657142857,2.568163265,1.714285714,12,American Folk
0.50137741,16.8,22.15995871,20,5,2.363636364,3.03030303,1.605142332,1.727272727,1,American Folk
0.381377551,8,5.4336,19,1,3.214285714,3.071428571,1.066326531,1.607142857,4,American Folk
0.484429066,4,1.037037037,14,4,2.117647059,3.176470588,1.439446367,1.529411765,4,American Folk
0.605555556,11.78571429,10.96707519,13,5,1.866666667,3.4,1.64,1.833333333,2,American Folk
0.962757772,9,6.498117644,38,2,4.263157895,3.192982456,1.997845491,2.192982456,2,American Folk
0.361053719,5,1.629361784,25,12,2.613636364,3.5,2.613636364,1.659090909,12,American Folk
0.509885204,13.77777778,17.18817201,17,5,3.446428571,3.642857143,2.586734694,2.089285714,1,American Folk
0.376242945,7,3.638913507,22,1,4.196721311,3.442622951,1.263101317,1.868852459,6,American Folk
0.328888889,13,14.69811731,33,7,4.08,3.493333333,2.676622222,1.866666667,5,American Folk
0.66,9,7.370253721,17,1,2.05,3,1.3,1.8,4,American Folk
1.595555556,12.8,14.61303488,17,1,2.233333333,2.933333333,1.662222222,2.066666667,1,American Folk
0.47107438,7,3.796930342,17,7,2.454545455,3.272727273,3.289256198,1.727272727,1,American Folk
0.204081633,4.25,1.5625,13,3,2.571428571,2.571428571,1.102040816,1.285714286,3,American Folk
0.528463649,18,24.25552084,23,4,3.055555556,3.185185185,2.447187929,1.907407407,5,American Folk
0.402366864,4,1.367043427,19,12,2.692307692,2.461538462,1.017751479,1.461538462,12,American Folk
0.515555556,15,20.32758019,22,3,2.75,3.2,1.393333333,1.866666667,8,American Folk
0.3104,4,0.9851279,12,7,1.92,3.12,0.9056,1.64,7,American Folk
0.925619835,4,1.360544218,8,3,1.545454545,2.727272727,1.107438017,1.727272727,3,American Folk
0.645232603,11,10.61501305,28,10,4.833333333,3.549019608,2.620146098,2.107843137,2,American Folk
0.643024575,10.09051282,8.841195289,37,8,3.086956522,3.669565217,2.325595463,2.095652174,2,American Folk
0.634297521,10,7.939718422,13,5,2.840909091,3.409090909,2.287190083,2.045454545,3,American Folk
0.849183673,11.84615385,11.67809441,15,5,3.114285714,3.4,1.554285714,2.328571429,3,American Folk
0.247658689,10,8.691946655,22,17,3.709677419,3.483870968,1.927159209,1.548387097,2,American Folk
0.37037037,16.88888889,25.03671616,36,7,2.740740741,3.283950617,2.055174516,1.666666667,8,American Folk
1.020833333,3.35,0.909297959,24,5,2.5,2.5,0.916666667,1.75,5,American Folk
1.020833333,9.514285714,6.891146901,16,8,5.583333333,3.222222222,1.728395062,2.25,3,American Folk
0.417737465,5.315789474,2.292534106,31,5,5.492063492,3.333333333,1.746031746,1.793650794,3,American Folk
0.729272959,8,5.1673081,16,2,2.803571429,3.321428571,1.503826531,2.196428571,1,American Folk
0.299381887,11,9.289720864,29,10,4.590163934,3.37704918,2.07094867,1.721311475,5,American Folk
0.383528559,7,3.884253313,25,9,3.747252747,4.197802198,4.94988528,1.967032967,2,American Folk
0.21,3.45,0.972222222,12,8,1.7,3.4,1.04,1.3,7,American Folk
0.378099174,9,6.182554568,33,3,5.113636364,3.454545455,2.79338843,1.590909091,21,American Folk
0.734375,9,6.09739369,24,7,3.96875,3,1.6875,1.875,1,American Folk
0.350474002,8,4.955961332,27,2,2.847457627,3.288135593,0.950876185,1.762711864,3,American Folk
0.56,7,4.439992065,22,7,3.84,2.88,1.6256,1.8,7,American Folk
0.207193817,8,5.809868994,22,12,4.172413793,3.689655172,3.11058264,1.706896552,9,American Folk
1.692520776,24.74444444,50.94133429,34,4,3.236842105,2.921052632,2.046398892,2.210526316,4,American Folk
0.312636961,8.8,6.274242659,22,3,3.472972973,3.864864865,2.738495252,1.891891892,8,American Folk
0.231404959,5,2.062442608,13,13,3,2.545454545,1.520661157,1.363636364,13,American Folk
