melodic_variance,repeteadness_mean,repeteadness_variance,pitch_in_piece,weighted_abruptness,pitch_in_rules,branchiness_mean,branchiness_variance,melodic_mean,unweighted_abruptness,label
0.69076595,6.058763736,16.88700404,31,0.188639799,5.456026059,3.850162866,4.635529289,2.45276873,0.125938406,Classical
0.451907748,3.030662021,3.859129527,25,0.593170103,3.268041237,4.082474227,4.281857796,1.958762887,0.308774239,Classical
0.32132964,2.133333333,1.248888889,8,0.864327485,2.631578947,4.105263158,2.831024931,1.684210526,0.558479532,Classical
0.304383347,7.197243875,22.62116804,59,0.137898543,14.56158358,4.651026393,10.939801,2.134897361,0.080424288,Classical
0.459876543,3.22622679,3.808064196,27,0.80193662,4.041666667,3.972222222,5.277006173,1.888888889,0.430725557,Classical
0.2475,1.790598291,0.937632406,14,0.9275,1.4,3.6,3.14,1.45,0.815186404,Classical
0.24,3.038461538,2.985700197,13,0.742105263,1.35,3.2,1.96,1.4,0.639473684,Classical
0.181405896,2,1.25,22,0.738333333,0.714285714,3.142857143,2.503401361,1.238095238,0.691190476,Classical
0.311728395,2.274285714,1.913338776,26,0.434859155,2.513888889,3.805555556,2.989969136,1.722222222,0.312108764,Classical
0.229591837,1.778947368,0.816398892,10,0.660824176,1.214285714,3.428571429,2.387755102,1.357142857,0.579835165,Classical
0.358024691,6.220299501,16.69942154,41,0.337264151,7.055555556,3.222222222,1.580246914,1.777777778,0.322705567,Classical
0.196999566,3.138888889,3.749228395,35,0.205121656,3.300578035,4.080924855,4.490560994,1.815028902,0.148928363,Classical
0.163050625,1.966507177,1.400792106,50,0.167981732,7.923076923,5.128205128,9.923734385,1.871794872,0.104567697,Classical
0.287760417,2.536,2.344704,24,0.526263298,1.354166667,3.583333333,2.368055556,1.5625,0.432273813,Classical
0.259019869,8.878995902,28.82410801,29,0.280765394,5.49122807,4.444444444,5.650422352,1.935672515,0.162686533,Classical
0.238919668,4.472222222,7.209545855,21,0.59487909,2.473684211,3.473684211,2.091412742,1.605263158,0.359687055,Classical
0.24,2.267741935,1.257454041,16,0.784444444,1.8,3,0.6,1.4,0.814444444,Classical
0.630347701,5.327334083,9.771849666,27,0.652385589,3.240506329,3.848101266,5.166800192,1.949367089,0.330857908,Classical
0.422600294,3.375529661,5.536082876,25,0.514066496,2.753623188,4.028985507,3.390464188,1.797101449,0.374075021,Classical
0.450813609,3.039393939,3.78046832,22,0.792307692,2.538461538,3.346153846,1.687869822,1.826923077,0.560520362,Classical
0.172839506,1.485714286,0.466122449,9,0.934027778,0.333333333,2.666666667,0.888888889,1.222222222,0.842013889,Classical
0.204081633,1.733333333,0.862222222,15,0.813461538,1,3.142857143,1.551020408,1.285714286,0.75,Classical
0.366782007,2.43902439,1.856038073,12,0.772058824,1.294117647,3.176470588,2.262975779,1.470588235,0.580882353,Classical
0.415147929,6.190983127,23.01665985,49,0.695826064,6.01025641,3.476923077,3.049467456,1.984615385,0.337095329,Classical
0.746635909,3.07561943,3.445321938,26,0.908359133,3.797385621,4.366013072,6.689563843,2.176470588,0.302079955,Classical
0.460879905,6.691437646,15.93697784,36,0.402183908,5.282758621,3.586206897,3.704637337,2.034482759,0.255493295,Classical
0.510049723,6.02923835,22.35677558,48,0.130814413,12.54132712,4.235157159,8.356808212,2.388824214,0.078334211,Classical
0.16,1.75,0.802083333,16,1.526904762,1.133333333,3.066666667,1.528888889,1.2,0.950714286,Classical
0.377426769,3.461163227,5.35385445,29,0.520658919,4.272727273,4.265734266,5.355958727,1.986013986,0.240789727,Classical
0.207121722,5.757377049,18.80998656,33,0.40600907,3.353535354,3.939393939,3.834710744,1.707070707,0.269660465,Classical
0.37109375,1.5,0.472222222,12,1.538125,1,2.75,1.8125,1.4375,1.0871875,Classical
0.109375,1,0,9,0.929464286,0.125,3,2,1.125,0.863839286,Classical
0.4276,2.863013699,2.926440233,19,0.388,2.54,3.48,2.7696,1.82,0.376316327,Classical
0.3977791,5.508428246,11.698585,25,0.350126616,4.284552846,4.195121951,5.539163197,1.975609756,0.188943556,Classical
0.249702735,3.223423423,4.143235127,17,0.613275862,1.275862069,3.310344828,2.007134364,1.482758621,0.561336207,Classical
0.505235019,3.051599464,4.464635922,32,0.324114428,3.76119403,4.169154229,4.548501275,2.179104478,0.169528406,Classical
0,nan,nan,5,0.9,0,3,0,1,0.5,Classical
0.184440662,2.917226389,4.18464115,74,0.068935849,12.72755741,4.912317328,13.59982741,2.049060543,0.044717019,Classical
0.241735537,2.719230769,2.885014793,15,0.675324675,0.909090909,3.363636364,3.32231405,1.409090909,0.468975469,Classical
0.226326531,2.064935065,1.164614606,24,0.364968944,3.528571429,4.228571429,4.319183673,1.728571429,0.220495514,Classical
0.756563747,4.659171196,8.297776453,24,0.781593145,5.579710145,4.15942029,5.945599664,2.376811594,0.303422611,Classical
0.387338609,2.913409482,3.203862403,46,0.227835396,5.493877551,4.212244898,4.624339858,1.979591837,0.161018163,Classical
0.24609375,2.153846154,1.360946746,12,0.9825,1.125,3.875,3.359375,1.4375,0.54,Classical
0.148760331,1.488888889,0.418765432,14,0.721818182,0.363636364,3.818181818,2.512396694,1.181818182,0.670909091,Classical
0.390532544,2.384615385,2.159763314,9,0.839903846,0.615384615,3.076923077,1.917159763,1.384615385,0.710657051,Classical
0.109375,1.909090909,0.991735537,10,0.842857143,0.625,3,1,1.125,0.689285714,Classical
0.359861592,4.12244898,4.903373594,15,0.849264706,1.470588235,2.823529412,2.380622837,1.411764706,0.546323529,Classical
0.366863905,1.350649351,0.424354866,12,0.836538462,0.384615385,2.769230769,1.100591716,1.307692308,0.879807692,Classical
0.3251,3.093793103,3.913133888,28,0.541121212,3.84,4.32,5.0376,1.93,0.27770404,Classical
0.3524,2.157647059,1.523853287,22,0.709846939,2.98,3.96,4.4384,1.74,0.403772777,Classical
0.543444329,8.388041854,32.59245637,26,0.517309205,3.620967742,4.064516129,4.544224766,2.14516129,0.239024078,Classical
0.354570637,2.5,1.878571429,13,0.76754386,1.684210526,3.368421053,2.337950139,1.473684211,0.614887914,Classical
0.349030471,2.684210526,2.742382271,12,0.938596491,1.631578947,3.473684211,1.301939058,1.578947368,0.672807018,Classical
0.312700287,3.470752089,3.575049852,27,0.563533835,3.350649351,4.181818182,5.914994097,1.805194805,0.296307652,Classical
0.479289941,3.769230769,6.661031276,21,0.568461538,1.115384615,3.230769231,2.485207101,1.538461538,0.483461538,Classical
0.616624548,10.0107056,38.53127225,24,0.360433884,3.619834711,3.752066116,3.062495731,2.140495868,0.199442149,Classical
0.299039781,4.057429719,6.213488976,22,0.761954365,3.345679012,3.975308642,4.295686633,1.814814815,0.316009976,Classical
0.249433107,2.352941176,1.875432526,14,1.107142857,1.904761905,4.380952381,4.616780045,1.476190476,0.430238095,Classical
0.309374552,7.570008747,21.33098565,54,0.239383535,5.599277978,3.985559567,4.404123604,1.931407942,0.14757827,Classical
0.480661157,1.707231041,0.866961234,33,0.729264871,1.654545455,3.527272727,3.594710744,1.654545455,0.518143285,Classical
0.650376331,5.549209443,17.26242429,26,0.263555556,6.473846154,4.473846154,6.969315976,2.390769231,0.14363452,Classical
0.507936508,3.613861386,3.880599941,12,0.969642857,1.333333333,3.428571429,3.387755102,1.666666667,0.755595238,Classical
0.153523875,9.353874444,30.03098546,37,0.254684247,10.84090909,4.075757576,4.357897153,1.810606061,0.174172305,Classical
0.438983407,3.461016949,4.30271761,33,0.563938619,2.376811594,3.739130435,4.105860113,1.768115942,0.509533959,Classical
0.317221892,3.574107143,4.603005728,21,0.660953026,3.548780488,4.219512195,5.268887567,1.890243902,0.342399503,Classical
0.598639456,4.100919983,6.765257198,19,1.66402439,4.119047619,3.142857143,2.455782313,1.857142857,1.336803136,Classical
0.207612457,2.727272727,2.986225895,13,0.899816176,0.823529412,3.294117647,2.442906574,1.294117647,0.727435662,Classical
0.297783934,5.87509434,17.0472665,64,0.614105263,3.592105263,4.184210526,4.281855956,1.789473684,0.352550877,Classical
0.570037858,3.626489812,6.240703732,24,0.209490068,4.217054264,3.736434109,3.217354726,2.186046512,0.184040352,Classical
0.248888889,2,1,12,1.028571429,1.6,4,3.333333333,1.466666667,0.754285714,Classical
0.524673008,7.844693121,36.86310481,28,0.148875755,7.943573668,4.451410658,8.789958825,2.534482759,0.073754039,Classical
0.5,1.714285714,0.775510204,14,0.64375,1.0625,3.25,3.0625,1.5,0.55625,Classical
0,1,0,7,1.8,0,2,1.2,1,1.8,Classical
0.552549722,5.109950008,12.80641625,23,0.452963386,3.54368932,3.398058252,2.084268074,2.029126214,0.357689852,Classical
0.245249251,4.298148148,12.66436476,50,0.252201753,4.730941704,4.448430493,5.583663456,1.860986547,0.11407598,Classical
0.25,2.369047619,1.685232426,24,0.585561497,2.029411765,3.823529412,5.498269896,1.5,0.409291444,Classical
0.33984375,2.25,1.45,14,1.476666667,0.9375,2.875,2.609375,1.3125,1.772222222,Classical
0.387755102,1.416666667,0.409722222,12,1.292582418,1.428571429,3.285714286,2.632653061,1.428571429,0.984546703,Classical
0.529450229,4.955068328,9.553083408,36,0.416666667,2.929078014,3.943262411,3.769830491,2.04964539,0.229192792,Classical
0,1,0,2,0.933333333,0,1.333333333,0.222222222,1,0.933333333,Classical
0,1,0,8,0.5,0,3.333333333,1.222222222,1,0.5225,Classical
0.380615234,7.316473988,23.56024884,21,0.5546875,2.40625,3.5625,3.33984375,1.796875,0.35094246,Classical
0.307957483,4.059970746,8.132574019,19,0.374595753,3.796610169,3.694915254,1.534041942,1.881355932,0.36025716,Classical
0.249770432,3.14953271,4.052406324,23,0.432323232,2.272727273,2.848484848,0.795224977,1.484848485,0.434406566,Classical
0.7875,1.466666667,0.382222222,12,0.766578947,1.15,3.5,1.35,1.75,0.413399123,Classical
0.569063985,8.01772263,36.16057496,36,0.23871001,5.339181287,3.83625731,3.353305291,2.099415205,0.159672515,Classical
0.171376807,3.208499243,5.941370694,68,0.081187147,13.67139175,4.99742268,13.29896243,2.003865979,0.047973202,Classical
0.204081633,1.5,0.45,12,1.079120879,1,3.285714286,1.489795918,1.285714286,0.695879121,Classical
0.26378816,4.323976608,7.566072296,22,0.297334245,3.142857143,3.61038961,3.120931017,1.753246753,0.274606972,Classical
0.2475,3.636363636,3.449586777,14,1.263157895,2.75,3.1,2.79,1.55,0.894736842,Classical
0.367040734,5.097154073,9.400767171,30,0.474315711,3.795275591,4.283464567,5.289726579,1.94488189,0.232111262,Classical
0.148760331,1.25,0.1875,12,1.009090909,0.727272727,2.727272727,1.289256198,1.181818182,0.801818182,Classical
0.440401176,15.99772418,76.87190734,46,0.30173913,4.927536232,4.15942029,6.083280823,2.094202899,0.147319555,Classical
0.604936563,5.029463711,12.20933487,29,0.197799444,5.305882353,4.125490196,4.619546328,2.423529412,0.129866858,Classical
0.168367347,1,0,12,0.675824176,0.714285714,3.428571429,1.102040816,1.214285714,0.673076923,Classical
0.386094675,8.810201511,23.68547527,17,0.897454751,2.673076923,3.807692308,4.347633136,1.807692308,0.413585434,Classical
0.291441066,3.57626322,5.373937153,75,0.320503663,2.954081633,4.010204082,4.367242815,1.724489796,0.150334714,Classical
0.490195752,5.43989569,11.5478773,25,0.319187019,4.473469388,4.473469388,7.579908372,2.179591837,0.164036327,Classical
0.387755102,1.790909091,0.779917355,10,1.053296703,0.642857143,3.571428571,2.959183673,1.428571429,1.010233516,Classical
0.281366985,6.814217443,15.7109048,24,0.311538462,4.296703297,4.065934066,3.709938413,1.934065934,0.242720085,Classical
0.324786325,4.91153574,7.577856626,19,1.158360324,2.564102564,3.58974359,2.652202498,1.666666667,0.507388664,Classical
0.402897239,4.156133829,6.347369439,19,0.509851989,3.361702128,4.085106383,3.950203712,1.744680851,0.344578419,Classical
0.365555556,3.334736842,3.412582825,15,0.533678161,1.633333333,3.666666667,2.022222222,1.633333333,0.335249042,Classical
0.381344307,3.527559055,3.934279869,16,0.724501425,1.518518519,3.481481481,2.545953361,1.62962963,0.473717949,Classical
0.229591837,1.958333333,1.289930556,12,1.187637363,1,3.428571429,1.959183673,1.357142857,1.045054945,Classical
0.389732779,3.737422701,5.761960137,27,0.542416573,4.700787402,4.330708661,5.544175088,2.062992126,0.222518361,Classical
0.244454504,9.690981432,28.67506455,22,0.619241443,3.063829787,3.531914894,2.54685378,1.574468085,0.522633364,Classical
0.331597222,4.594160584,7.122788286,17,0.572251773,3.333333333,3.583333333,2.201388889,1.791666667,0.398917701,Classical
0.212647929,9.728828829,29.18232205,22,0.27571882,5.240384615,3.980769231,4.153476331,1.865384615,0.184903696,Classical
0.571013344,5.435601093,12.2459903,29,0.427160986,3.896551724,4.32183908,7.919408112,2.195402299,0.169971399,Classical
0.234375,1.756521739,0.772022684,12,1.217708333,1.1875,3.875,4.359375,1.375,0.557916667,Classical
0.556815319,2.657276995,2.941320285,36,0.624167947,2.793650794,3.714285714,2.902494331,1.825396825,0.424603175,Classical
0.299970256,3.49112426,5.054654949,26,0.459500151,3.524390244,4.170731707,4.922070196,1.768292683,0.292592593,Classical
0.548819089,2.331891892,2.67968561,25,0.571081081,2.936936937,4.324324324,4.759678598,2.027027027,0.317294616,Classical
0.358024691,2.096837945,1.101474011,16,1.639705882,1.166666667,2.888888889,1.098765432,1.444444444,1.416176471,Classical
0.339100346,3.540949421,6.311747578,29,0.373121724,4.617647059,3.960784314,3.959246444,1.882352941,0.234147631,Classical
1.182817378,4.70765591,8.310481203,27,0.699154209,3.89516129,3.5,2.459677419,2.137096774,0.538889982,Classical
0.1875,1.6,0.506666667,14,0.919507576,0.666666667,3,2,1.25,0.887310606,Classical
0.228373702,2.142857143,1.193877551,14,0.61629902,1.235294118,3.176470588,1.674740484,1.352941176,0.566666667,Classical
0.36876657,9.697470401,36.95140918,36,0.234663094,8.039325843,3.382022472,1.910238606,1.95505618,0.225066481,Classical
0.301111923,6.871276893,19.20269273,43,0.596330876,4.36036036,3.693693694,4.392662933,1.738738739,0.273609454,Classical
0.731839514,4.104840499,7.914290618,29,0.253500913,4.109756098,3.902439024,3.974221693,2.422764228,0.177216241,Classical
0.193172649,3.497254119,7.471160708,46,0.086323834,9.818181818,5.034965035,12.46381241,2.02972028,0.052595937,Classical
0.252330971,2.356353591,2.010581179,26,0.315908115,4.04379562,4.306569343,5.234482391,1.897810219,0.165493676,Classical
0.21484375,2,1.428571429,15,0.70625,0.8125,3.25,2.9375,1.3125,0.620833333,Classical
0.208367347,3.818428184,7.351855524,22,0.381490683,3.528571429,3.628571429,2.204897959,1.814285714,0.380729814,Classical
0.601800554,3.890322581,6.033132154,22,0.93314367,2.184210526,3.736842105,2.878116343,1.763157895,0.499762921,Classical
0.49905482,2.767123288,2.726590355,14,1.012327075,1.260869565,3.043478261,2.302457467,1.608695652,0.934757905,Classical
0.698979592,2.941332401,4.124255193,25,0.423206396,2.785714286,3.775510204,2.582257393,2.214285714,0.371502209,Classical
0.196323152,5.667427123,23.38539444,74,0.084440946,10.95962315,5.106325707,12.49878906,2.039030956,0.046639716,Classical
0.380615234,3.613748242,5.080626459,34,0.522395833,3.75,3.375,2.328125,1.796875,0.453988715,Classical
0.542207414,3.667906715,5.976730744,44,0.289043158,4.208163265,4.163265306,6.38967097,2.093877551,0.189191122,Classical
0.484375,1.6,0.44,17,1.485714286,1,2,2,1.375,1.717857143,Classical
0.249134948,2.1875,1.96484375,12,0.784191176,1.764705882,3.411764706,2.595155709,1.470588235,0.617003676,Classical
0.401983471,2.9825,3.212277083,40,0.69057548,3.509090909,3.836363636,3.77322314,1.872727273,0.370859049,Classical
0.231945108,3.334554335,5.08099159,51,0.125634468,9.194373402,4.792838875,9.407212145,2.028132992,0.078381268,Classical
0.148506824,3.819876733,10.23562957,67,0.086393116,13.63368056,4.809027778,11.75519628,1.949652778,0.058702648,Classical
0.6624,3.25,4.5,16,1.173333333,2.24,3.44,1.6864,1.76,0.57,Classical
0.265608741,6.798709677,16.55819188,30,0.286336594,2.467741935,3.35483871,2.196670135,1.629032258,0.284670809,Classical
0.507303994,9.102550503,26.58462036,41,0.220516943,5.836538462,4,4.653846154,2.201923077,0.143637921,Classical
0.242965825,5.206792453,12.7021677,22,0.51456044,5.461538462,4.417582418,4.375075474,1.901098901,0.254795312,Classical
0.524645727,4.677475085,9.841096867,29,0.512143067,3.967567568,4.086486486,4.889817385,2.145945946,0.234507185,Classical
0.543184183,1.748440748,1.062737454,14,0.940483871,1.709677419,3.483870968,2.378772112,1.806451613,0.914301075,Classical
0.138888889,1.285714286,0.204081633,14,0.968560606,0.416666667,3,1.666666667,1.166666667,0.489204545,Classical
0.281215736,3.495921697,4.608874069,28,0.454062914,4.688741722,4.397350993,6.279198281,1.940397351,0.23801376,Classical
0.364622769,2.895627758,3.69016228,26,0.2625357,4.645348837,4.476744186,4.877366144,2.040697674,0.156224147,Classical
0.4375,3.87393351,5.153950717,19,0.818076923,1.775,3.4,2.54,1.75,0.679423077,Classical
0.30859375,3.865853659,7.140541344,24,0.300892857,4.142857143,4.071428571,3.709183673,1.9375,0.228750938,Classical
0.444706994,4.262773723,7.624380628,17,0.370048309,2.565217391,3.391304348,2.064272212,1.891304348,0.303522544,Classical
0.706597222,5.008912656,8.280075051,12,0.765217391,1.958333333,2.666666667,1.388888889,1.708333333,0.560990338,Classical
0.462222222,3.615384615,4.544712445,21,1.111333333,4.933333333,3.2,1.226666667,1.733333333,0.985574713,Classical
0.354570637,4.497321429,5.433411193,14,1.052631579,1.473684211,3.368421053,2.232686981,1.526315789,0.605701754,Classical
0.332703214,2.746666667,2.909155556,10,0.901185771,1.47826087,3.391304348,3.281663516,1.565217391,0.822134387,Classical
0.652199387,5.110439269,10.65725219,27,0.306725259,4.829457364,3.976744186,5.60411033,2.406976744,0.207293833,Classical
0.573501747,11.37686966,39.24539982,26,0.410846995,3.098360656,3.31147541,2.739048643,1.983606557,0.308039617,Classical
0.411590654,6.825600059,19.87644182,24,0.654993816,3.676767677,3.656565657,2.851749821,1.949494949,0.373974438,Classical
0.383135331,7.872988816,31.72323929,34,0.373125653,2.931818182,3.340909091,2.111053719,1.806818182,0.330677464,Classical
0.580094498,4.074369081,6.038049429,21,0.863950617,2.790123457,3.851851852,5.089163237,1.987654321,0.536136831,Classical
0.431818182,2.38,1.7156,16,0.396103896,1.454545455,3,1.909090909,1.5,0.396103896,Classical
0.24,3.775510204,5.235318617,24,0.518314176,1.466666667,3.466666667,3.582222222,1.4,0.491724138,Classical
0.249134948,2.015625,1.109130859,23,0.798351159,1.441176471,3.647058824,4.404844291,1.529411765,0.567468806,Classical
0.375169881,2.608375549,3.019064312,36,0.28868071,4.260606061,4.412121212,5.599853076,1.975757576,0.197526581,Classical
0.229591837,2.4,2.24,9,0.774725275,1.214285714,3.285714286,3.06122449,1.357142857,0.732142857,Classical
0,3.27027027,3.926953981,16,0.733333333,0,2,0.2,1,0.733333333,Classical
0.399583767,4.452261307,7.835660716,17,0.727096774,2.838709677,3.419354839,2.243496358,1.709677419,0.446532258,Classical
0.2475,3.213483146,3.853301351,17,0.7,1.8,3,1.3,1.45,0.7,Classical
0,1,0,5,0.5,0,1,0,1,0.5,Classical
0.41039207,4.614296252,8.614416329,31,0.354610874,4.268656716,3.895522388,4.809979951,1.992537313,0.237742794,Classical
0.366782007,2.565217391,1.880529301,13,1.180147059,1.647058824,3.176470588,2.14532872,1.529411765,0.666268382,Classical
0.500844233,5.153639687,11.84901309,29,0.302490554,4.455172414,4.131034483,5.40351962,2.286206897,0.146620882,Classical
0.249739854,3.514545455,5.301424793,19,0.968548387,1.838709677,3.483870968,2.443288241,1.516129032,0.715994624,Classical
0.1875,1.333333333,0.222222222,10,0.893939394,1.166666667,3,1.5,1.25,0.712121212,Classical
0.600070419,4.729627643,9.526951477,28,0.34899696,4.453900709,3.475177305,2.064986671,2.09929078,0.212803698,Classical
0.514792899,1.742857143,0.819591837,11,1.000615385,2.038461538,3.153846154,2.360946746,1.846153846,0.574769231,Classical
0.419590918,2.28030303,1.822945363,22,0.57843417,2.534246575,4.575342466,5.559392006,1.863013699,0.387268915,Classical
0.684081669,3.339781746,6.601641666,31,0.426206274,6.127962085,4.123222749,5.90898677,2.355450237,0.239600574,Classical
0.244897959,2.307692308,1.720710059,20,0.798403361,1.885714286,4.114285714,5.072653061,1.571428571,0.590336134,Classical
0.551178636,3.430038023,4.173166158,33,0.41528129,3.10619469,3.840707965,3.797634897,1.920353982,0.275913551,Classical
0.426751075,2.961948938,4.149557713,32,0.235115839,4.960960961,4.42042042,6.820243667,2.225225225,0.110330078,Classical
0.448720492,3.078685259,3.293469273,24,0.717605634,3.971830986,4.169014085,5.379884943,1.873239437,0.357453052,Classical
0.337543671,3.873620401,5.888019627,26,0.394357133,3.442622951,4.426229508,6.097016931,1.918032787,0.250254273,Classical
0.312174818,1.967741935,1.257023933,26,0.900537634,1.935483871,4.451612903,4.82830385,1.548387097,0.523856631,Classical
0.4875,3.975589226,6.629407855,24,0.403114407,1.766666667,3.666666667,2.722222222,1.75,0.286567797,Classical
0,1.485714286,0.466938776,11,0.96875,0,3.25,1.4375,1,0.840625,Classical
0.24952741,3.728395062,5.284255449,16,1.300889328,1.260869565,3.391304348,2.933837429,1.47826087,1.011528327,Classical
0.474879819,3.080683761,3.678641128,21,0.732866933,3.291262136,3.941747573,3.452917334,2.029126214,0.358087997,Classical
0.179930796,6.995726496,14.34186208,21,0.392273924,4.602941176,3.911764706,2.698096886,1.764705882,0.24483465,Classical
0.483237453,6.036818182,18.44509897,26,0.994617706,3.295774648,3.718309859,4.005157707,1.901408451,0.498700493,Classical
0.457623023,3.790073151,5.489672995,32,0.327109645,4.222797927,4.29015544,6.423581841,2.093264249,0.15900557,Classical
0,1,0,5,0.5,0,1,0,1,0.5,Classical
0.724122222,6.05939855,20.84888294,42,0.203804905,4.41,3.926666667,3.814622222,2.243333333,0.126912061,Classical
0.394875026,5.164172336,11.97123339,24,0.301609122,2.869565217,3.623188406,2.582650704,1.84057971,0.23016624,Classical
0.507582617,2.850874741,3.670976376,48,0.923266987,4.531914894,3.70212766,3.634676324,1.882978723,0.448448105,Classical
0.20567867,4.975409836,8.023985488,21,0.400782361,3.973684211,3.157894737,0.659279778,1.710526316,0.393349929,Classical
0.360661157,9.58098932,24.85111364,26,0.657376981,4.063636364,4.345454545,5.644297521,1.945454545,0.283928274,Classical
0.354166667,3.159235669,3.700758651,24,0.50731383,3.229166667,4.208333333,4.164930556,1.75,0.335288543,Classical
0.302395691,16.24924766,62.74553721,49,0.134536254,8.4738041,4.829157175,10.64279451,2.109339408,0.07399734,Classical
0.393871191,3.244487678,4.11802517,24,0.742236842,2.934210526,3.894736842,3.725761773,1.881578947,0.341897691,Classical
0.228373702,2,1.166666667,17,0.812867647,2.294117647,3.294117647,2.325259516,1.352941176,0.674448529,Classical
0.346020761,2.333333333,1.955555556,13,1.022058824,1,3.058823529,2.173010381,1.352941176,0.900735294,Classical
0,1.363636364,0.231404959,16,1.31875,0,2.666666667,1.555555556,1,1.027083333,Classical
0.436441982,2.290598291,1.877565929,19,0.640742481,3.122807018,4.175438596,4.91658972,1.807017544,0.371587824,Classical
0.4805636,4.088233025,10.12876629,51,0.335069016,3.589552239,3.805970149,3.559367342,1.932835821,0.232273407,Classical
0.417091837,3.48490852,4.714330244,20,0.686444805,3.285714286,3.392857143,2.988520408,1.892857143,0.591558442,Classical
0.311728395,3.387428571,4.254699102,21,0.52015873,3.111111111,3.555555556,1.913580247,1.722222222,0.44042328,Classical
0.1875,1.4,0.373333333,21,0.798815789,0.6,3.4,1.94,1.25,0.466725877,Classical
0.469592373,3.350721421,5.390867959,26,0.18235162,4.688034188,4.247863248,4.682153554,2.217948718,0.125748476,Classical
0.216066482,3.46961326,5.983883276,22,0.523809524,3.543859649,3.964912281,3.718067098,1.684210526,0.287422052,Classical
0.213017751,1.371794872,0.402366864,10,0.796153846,0.615384615,2.923076923,2.071005917,1.307692308,0.733974359,Classical
0.187084668,6.988188348,16.94971949,63,0.102311692,13.13993711,4.603773585,10.28954551,1.995283019,0.060876208,Classical
0.437928669,5.562590909,13.35884767,29,0.865408805,2.537037037,3.296296296,2.615912209,1.685185185,0.529919137,Classical
0.255137158,8.697043535,32.08027513,41,0.326051889,7.670520231,3.895953757,4.4978449,1.832369942,0.183021351,Classical
0.561905696,4.255821918,6.993436425,24,0.800435644,3.564356436,3.742574257,4.547593373,2.04950495,0.38022432,Classical
0.375510204,3.289473684,3.968836565,15,0.616302521,2.485714286,3.428571429,1.616326531,1.714285714,0.415819328,Classical
0.1875,1.615384615,0.544378698,10,0.95,0.666666667,3.5,2.75,1.25,0.896969697,Classical
0.132963989,1.5,0.45,24,0.748538012,0.421052632,3.157894737,2.238227147,1.157894737,0.74502924,Classical
0.482273946,5.643147058,20.3414249,31,0.135787152,6.354058722,4.276338515,7.367505765,2.402417962,0.077791236,Classical
