source	target	probability
-19|4.7	-23|-19.4	0.25
-19|4.7	7|-19.4	0.5
-19|4.7	10|-19	0.25
-19|4.-32	-20|-19.4	1.0
-19|4.-5	0|-19.4	0.5
-19|4.-5	4|-19.4	0.5
-19|4.-10	-23|-19.4	1.0
-19|4.-18	-10|-19.4	1.0
-19|4.129	1|-19.4	1.0
-19|4.-8	-24|-19.4	1.0
-19|4.-13	8|-19.4	1.0
-19|4.-11	9|-19.4	1.0
-19|4.-19	-23|-19.4	0.5
-19|4.-19	2|-19.4	0.5
-19|4.-26	5|-19.4	0.6666666666666666
-19|4.-26	4|-19.4	0.3333333333333333
-19|-18.-22	-3|-19.-18	0.5
-19|-18.-22	-22|-19.-18	0.5
-19|-18.17	-3|-19.-18	1.0
-19|-18.3	-18|-19.-18	1.0
-19|-18.-16	-24|-19.-18	0.14285714285714285
-19|-18.-16	-16|-19.-18	0.14285714285714285
-19|-18.-16	-21|-19.-18	0.2857142857142857
-19|-18.-16	11|-19.-18	0.14285714285714285
-19|-18.-16	-22|-19.-18	0.14285714285714285
-19|-18.-16	-26|-19.-18	0.14285714285714285
-19|-18.12	-3|-19.-18	1.0
-19|-18.-3	-32|-19.-18	0.16666666666666666
-19|-18.-3	-3|-19.-18	0.3333333333333333
-19|-18.-3	-4|-19.-18	0.16666666666666666
-19|-18.-3	-1|-19	0.16666666666666666
-19|-18.-3	13|-19	0.16666666666666666
-19|-18.-15	-28|-19.-18	0.5
-19|-18.-15	-25|-19.-18	0.5
-19|-18.2	4|-19.-18	1.0
-19|-18.128	128|-19.-18	1.0
-19|-18.0	-27|-19.-18	0.5
-19|-18.0	2|-19.-18	0.5
-19|-18.-1	-12|-19.-18	0.6666666666666666
-19|-18.-1	-4|-19.-18	0.3333333333333333
-19|-18.-6	-4|-19.-18	1.0
-19|-18.6	9|-19.-18	0.3333333333333333
-19|-18.6	-8|-19	0.3333333333333333
-19|-18.6	-3|-19.-18	0.3333333333333333
-19|-18.-21	-26|-19.-18	1.0
-19|-18.-7	-18|-19.-18	1.0
-19|-18.10	-9|-19.-18	1.0
-19|-18.1	1|-19.-18	1.0
-19|-18.-24	-12|-19.-18	1.0
-19|-18.-17	-21|-19.-18	0.5
-19|-18.-17	-20|-19.-18	0.25
-19|-18.-17	-27|-19.-18	0.125
-19|-18.-17	19|-19	0.125
-19|-18.-2	-20|-19.-18	1.0
-19|-18.7	-5|-19.-18	1.0
-19|-18.-32	-32|-19.-18	1.0
-19|-18.-10	-10|-19.-18	1.0
-19|-18.129	8|-19	1.0
-19|-18.-8	-30|-19.-18	1.0
-19|-18.-12	-21|-19.-18	1.0
-19|-18.-11	-11|-19.-18	1.0
-19|-18.-19	-10|-19.-18	0.2
-19|-18.-19	-30|-19.-18	0.2
-19|-18.-19	-27|-19.-18	0.4
-19|-18.-19	-13|-19	0.2
6|-26.9	-19|6.-26.9	1.0
-19|6.-1	4|-19.6	1.0
-19|6.-6	5|-19.6	1.0
-19|6.-20	-26|-19.6	1.0
-19|6.-28	5|-19.6	1.0
-19|6.5	7|-19.6	1.0
-19|6.2	2|-19.6	0.5
-19|6.2	-10|-19.6	0.5
-19|6.-21	4|-19.6	0.25
-19|6.-21	9|-19.6	0.25
-19|6.-21	-4|-19.6	0.25
-19|6.-21	6|-19.6	0.25
6|-5.2	-19|6.-5.2	0.5
6|-5.2	-9|6.-5	0.0196078431372549
6|-5.2	-7|6	0.2549019607843137
6|-5.2	-17|6	0.0196078431372549
6|-5.2	-26|6	0.09803921568627451
6|-5.2	-8|6	0.13725490196078433
6|-5.2	0|6.-5	0.0392156862745098
6|-5.2	-24|6.-5	0.058823529411764705
6|-5.2	-5|6.-5	0.0784313725490196
6|-5.2	-14|6	0.0392156862745098
6|-5.2	-4|6.-5	0.058823529411764705
6|-5.2	-12|6	0.0196078431372549
6|-5.2	-27|6	0.0392156862745098
6|-5.2	-10|6.-5	0.0392156862745098
6|-5.2	-20|6.-5	0.0196078431372549
6|-5.2	-3|6.-5	0.0196078431372549
6|-5.2	2|6.-5	0.0196078431372549
-19|10.8	8|-19.10	1.0
-19|10.14	-17|-19.10	1.0
-19|10.12	-29|-19.10	1.0
-19|10.-2	7|-19.10	1.0
-19|10.-8	-22|-19.10	1.0
-19|-5.-28	-33|-19.-5	1.0
-19|-5.-1	-4|-19.-5	0.3333333333333333
-19|-5.-1	-26|-19.-5	0.6666666666666666
-19|-5.-10	-20|-19.-5	0.5
-19|-5.-10	-10|-19.-5	0.5
-19|-5.-12	0|-19.-5	0.5
-19|-5.-12	2|-19	0.5
-19|-5.7	5|-19.-5	1.0
-19|-5.-23	-2|-19	1.0
-19|-5.-33	-7|-19.-5	1.0
-19|-5.-2	-4|-19.-5	1.0
-19|-5.-9	-24|-19.-5	1.0
-19|-5.0	-12|-19.-5	0.16666666666666666
-19|-5.0	-2|-19	0.8333333333333334
-19|-5.-4	5|-19.-5	0.5
-19|-5.-4	-7|-19.-5	0.5
-19|-5.9	-22|-19.-5	1.0
-19|-5.-19	-29|-19	1.0
-19|-5.-21	-10|-19.-5	1.0
-19|-5.-7	-3|-19.-5	0.5
-19|-5.-7	-10|-19.-5	0.5
-19|-5.-29	-18|-19.-5	1.0
-19|-5.-24	2|-19	0.3333333333333333
-19|-5.-24	6|-19.-5	0.3333333333333333
-19|-5.-24	-24|-19.-5	0.3333333333333333
-19|-5.-3	-18|-19.-5	0.5
-19|-5.-3	-13|-19.-5	0.5
-19|-5.-22	0|-19.-5	0.3333333333333333
-19|-5.-22	-25|-19.-5	0.3333333333333333
-19|-5.-22	-33|-19.-5	0.3333333333333333
-19|-5.-18	-26|-19.-5	1.0
-19|-5.4	4|-19.-5	0.3333333333333333
-19|-5.4	5|-19.-5	0.3333333333333333
-19|-5.4	-30|-19	0.3333333333333333
-19|-5.-8	-27|-19.-5	1.0
-19|-5.-17	-9|-19.-5	1.0
-19|-5.-16	-10|-19.-5	1.0
-19|-5.21	-7|-19.-5	1.0
-19|-5.-20	-24|-19.-5	1.0
-19|-5.-25	-26|-19.-5	1.0
-19|-5.-26	5|-19.-5	1.0
-19|-5.2	6|-19.-5	0.3333333333333333
-19|-5.2	-24|-19.-5	0.16666666666666666
-19|-5.2	2|-19	0.16666666666666666
-19|-5.2	7|-19.-5	0.16666666666666666
-19|-5.2	-17|-19.-5	0.16666666666666666
-19|-5.-6	-3|-19.-5	1.0
-19|-21.-24	-24|-19.-21	0.3333333333333333
-19|-21.-24	-22|-19.-21	0.3333333333333333
-19|-21.-24	-21|-19.-21	0.3333333333333333
-19|-21.-16	-9|-19.-21	1.0
-19|-21.-19	-1|-19	0.16666666666666666
-19|-21.-19	-20|-19.-21	0.16666666666666666
-19|-21.-19	-22|-19.-21	0.3333333333333333
-19|-21.-19	-21|-19.-21	0.3333333333333333
-19|-21.-3	-4|-19.-21	0.3333333333333333
-19|-21.-3	-6|-19	0.3333333333333333
-19|-21.-3	-5|-19.-21	0.3333333333333333
-19|-21.-6	-33|-19.-21	1.0
-19|-21.-12	-23|-19.-21	1.0
-19|-21.-20	-8|-19.-21	0.25
-19|-21.-20	-18|-19.-21	0.25
-19|-21.-20	-2|-19.-21	0.25
-19|-21.-20	-22|-19.-21	0.25
-19|-21.5	-5|-19.-21	1.0
-19|-21.0	-3|-19.-21	0.5
-19|-21.0	-18|-19.-21	0.5
-19|-21.-18	-7|-19.-21	0.3333333333333333
-19|-21.-18	-21|-19.-21	0.3333333333333333
-19|-21.-18	-20|-19.-21	0.3333333333333333
-19|-21.-27	-17|-19.-21	1.0
-19|-21.-14	-9|-19.-21	1.0
-19|-21.-15	-13|-19.-21	1.0
-19|-21.-23	-26|-19.-21	0.6666666666666666
-19|-21.-23	-23|-19.-21	0.3333333333333333
-19|-21.-22	-18|-19.-21	0.4
-19|-21.-22	-17|-19.-21	0.4
-19|-21.-22	-9|-19.-21	0.2
-19|-14.-20	-15|-19.-14	1.0
-19|-14.128	-26|-19.-14	1.0
-14|-19.-14	-19|-14.-19.-14	0.75
-14|-19.-14	-27|-14.-19	0.5
-14|-19.-14	-30|-14	0.08333333333333333
-14|-19.-14	-16|-14.-19	0.08333333333333333
-14|-19.-25	-19|-14.-19.-25	1.0
-14|-19.-25	-25|-14.-19.-25	0.5714285714285714
-14|-19.-25	-27|-14.-19	0.26666666666666666
-14|-27.-14	-19|-14.-27.-14	1.0
-14|-27.-14	-23|-14.-27	0.05504587155963303
-14|-27.-14	-27|-14.-27	0.6146788990825688
-14|-27.-14	-25|-14	0.11009174311926606
-14|-27.-14	-29|-14.-27	0.06422018348623854
-14|-27.-14	-30|-14	0.01834862385321101
-14|-27.-14	-24|-14.-27	0.045871559633027525
-14|-27.-14	-16|-14.-27	0.01834862385321101
-14|-27.-14	-28|-14	0.01834862385321101
-14|-27.-14	-15|-14	0.009174311926605505
-19|-14.-16	-30|-19.-14	0.3333333333333333
-19|-14.-16	-14|-19.-14	0.6666666666666666
-19|-14.-28	-29|-19.-14	1.0
-19|-14.-2	-3|-19.-14	1.0
-19|-14.7	3|-19.-14	1.0
-19|-14.-7	-30|-19.-14	1.0
-19|-14.2	2|-19	1.0
-19|-14.-9	-18|-19.-14	1.0
-19|-14.-26	-4|-19.-14	1.0
-19|-14.-23	-23|-19.-14	1.0
-19|128.-26	-14|-19.128	1.0
-19|128.-10	129|-19.128	1.0
128|-24.-19	-19|128.-24.-19	1.0
128|-19.-22	-19|128.-19.-22	1.0
128|-19.-29	-19|128.-19.-29	1.0
-19|128.-21	129|-19.128	0.16666666666666666
-19|128.-21	-21|-19.128	0.16666666666666666
-19|128.-21	128|-19.128	0.5
-19|128.-21	-23|-19.128	0.16666666666666666
-19|-23.-4	-16|-19.-23	1.0
-19|-23.3	-23|-19	0.5
-19|-23.3	0|-19.-23	0.5
-19|-23.-18	-25|-19.-23	1.0
-19|-23.-32	-20|-19.-23	1.0
-28|-23.0	-23|-28.-23.0	0.5
-28|-23.0	3|-28.-23	0.16666666666666666
-28|-23.0	-19|-28.-23	0.16666666666666666
-19|-23.5	6|-19.-23	1.0
-19|-23.0	5|-19.-23	0.6428571428571429
-19|-23.0	3|-19.-23	0.35714285714285715
-19|-23.-33	10|-19	1.0
-19|-23.-15	-11|-19.-23	1.0
-19|-23.-17	-23|-19	0.5
-19|-23.-17	-10|-19.-23	0.5
-19|-23.-20	-18|-19.-23	0.2
-19|-23.-20	-16|-19.-23	0.2
-19|-23.-20	-30|-19.-23	0.2
-19|-23.-20	-17|-19.-23	0.2
-19|-23.-20	-13|-19.-23	0.2
-19|-23.-22	-25|-19.-23	0.5
-19|-23.-22	-8|-19.-23	0.5
-19|-23.-26	-22|-19.-23	1.0
-19|-23.-27	-23|-19.-23.-27	0.6666666666666666
-19|-23.-27	-14|-19.-23	0.4444444444444444
-19|-23.-27	-25|-19.-23	0.1111111111111111
-19|-23.-27	-17|-19.-23	0.1111111111111111
-23|-19.-10	-19|-23.-19.-10	1.0
-19|-29.-19	-23|-19.-29.-19	1.0
-19|-29.-19	-20|-19.-29	0.1111111111111111
-19|-29.-19	-30|-19.-29	0.1111111111111111
-19|-29.-19	-16|-19.-29	0.2222222222222222
-19|-29.-19	-29|-19.-29	0.1111111111111111
-19|-29.-19	-31|-19.-29	0.1111111111111111
-19|-29.-19	-25|-19.-29	0.1111111111111111
-19|-29.-19	-14|-19.-29	0.1111111111111111
-23|-19.-14	-19|-23.-19.-14	1.0
-19|-23.1	-33|-19.-23	1.0
-19|-23.-10	-10|-19.-23	1.0
-19|-23.10	6|-19.-23	1.0
-19|-23.-21	-23|-19	0.5714285714285714
-19|-23.-21	-8|-19.-23	0.14285714285714285
-19|-23.-21	-16|-19.-23	0.14285714285714285
-19|-23.-21	-31|-19	0.14285714285714285
-19|-23.-5	-23|-19	0.4
-19|-23.-5	-2|-19	0.6
-19|-23.-25	-25|-19.-23	1.0
-19|-17.-9	-16|-19.-17	1.0
-19|-17.14	0|-19.-17	1.0
-19|-17.-7	-20|-19.-17	1.0
-19|-17.-29	-33|-19.-17	1.0
-19|-17.-22	-17|-19.-17	0.9333333333333333
-19|-17.-22	-30|-19.-17	0.03333333333333333
-19|-17.-22	-23|-19.-17	0.03333333333333333
-19|-17.6	2|-19.-17	1.0
-19|-17.-24	-17|-19.-17	0.2
-19|-17.-24	-33|-19.-17	0.2
-19|-17.-24	7|-19.-17	0.2
-19|-17.-24	-31|-19.-17	0.2
-19|-17.-24	5|-19.-17	0.2
-17|-19.-13	-19|-17.-19.-13	1.0
-17|-19.-25	-19|-17.-19.-25	1.0
-17|-19.-9	-19|-17.-19.-9	1.0
-19|-17.7	7|-19.-17	1.0
-19|-17.12	-29|-19.-17	1.0
-19|-17.-10	-10|-19.-17	0.4
-19|-17.-10	-3|-19.-17	0.2
-19|-17.-10	2|-19.-17	0.2
-19|-17.-10	-1|-19	0.2
-19|-17.-13	-5|-19.-17	0.5
-19|-17.-13	-10|-19.-17	0.5
-19|-17.-5	-9|-19.-17	0.5
-19|-17.-5	-4|-19.-17	0.5
-19|-17.-23	-23|-19.-17	1.0
-19|-17.129	-16|-19.-17	1.0
-19|-17.-28	-30|-19.-17	1.0
-19|-17.-2	-8|-19.-17	0.5
-19|-17.-2	-3|-19.-17	0.5
-19|-17.-33	4|-19.-17	0.5
-19|-17.-33	5|-19.-17	0.5
-19|-17.-20	-11|-19.-17	0.16666666666666666
-19|-17.-20	-4|-19.-17	0.16666666666666666
-19|-17.-20	-3|-19.-17	0.16666666666666666
-19|-17.-20	-12|-19.-17	0.16666666666666666
-19|-17.-20	-18|-19.-17	0.16666666666666666
-19|-17.-20	4|-19.-17	0.16666666666666666
-19|-17.-4	5|-19.-17	1.0
-19|-17.16	-33|-19.-17	1.0
-19|-13.-29	-12|-19.-13	1.0
-19|-13.-17	4|-19.-13	1.0
-19|-13.-23	-3|-19.-13	1.0
-19|-13.-21	-17|-19.-13	0.5
-19|-13.-21	28|-19	0.5
-19|-13.-25	-26|-19.-13	0.5
-19|-13.-25	-4|-19	0.5
-19|-13.-9	-33|-19.-13	1.0
-19|-13.-4	-3|-19.-13	1.0
-19|-13.11	11|-19.-13	1.0
-19|-13.-19	1|-19.-13	0.4
-19|-13.-19	-32|-19.-13	0.2
-19|-13.-19	-6|-19.-13	0.2
-19|-13.-19	129|-19	0.2
-19|-13.128	-23|-19.-13	1.0
-19|-13.2	2|-19	0.5
-19|-13.2	-29|-19	0.5
-19|-13.-11	-16|-19.-13	1.0
-19|-16.-24	-22|-19.-16	1.0
-19|-16.-13	5|-19.-16	1.0
-19|-16.-12	-26|-19.-16	1.0
-19|-16.-4	6|-19.-16	1.0
-19|-16.-17	-25|-19.-16	0.3333333333333333
-19|-16.-17	4|-19.-16	0.3333333333333333
-19|-16.-17	-26|-19.-16	0.3333333333333333
-19|-16.-18	-21|-19.-16	1.0
-19|-16.11	19|-19	0.5
-19|-16.11	-33|-19.-16	0.5
-19|-16.-22	0|-19.-16	1.0
-19|-16.-21	-9|-19.-16	1.0
-19|-16.-7	-8|-19.-16	1.0
-19|-16.10	7|-19.-16	1.0
-16|-19.-12	-19|-16.-19.-12	1.0
-16|-19.-31	-19|-16.-19.-31	1.0
-16|-19.-20	-19|-16.-19.-20	1.0
-19|-16.-11	-22|-19.-16	1.0
-19|-16.-31	-7|-19.-16	1.0
-19|8.-3	-8|-19.8	1.0
-19|8.-11	-29|-19.8	1.0
-19|8.9	11|-19	1.0
-19|8.17	14|-19.8	1.0
-19|8.7	2|-19.8	0.5
-19|8.7	-33|-19.8	0.5
-19|8.-18	10|-19	1.0
-19|8.-27	20|-19	0.5
-19|8.-27	-17|-19.8	0.5
-19|8.5	-7|-19.8	0.5
-19|8.5	7|-19.8	0.5
-19|8.37	36|-19	1.0
-19|8.-12	-14|-19.8	1.0
-19|7.-7	19|-19	0.3333333333333333
-19|7.-7	7|-19.7	0.3333333333333333
-19|7.-7	5|-19.7	0.3333333333333333
-19|7.9	6|-19.7	0.5
-19|7.9	10|-19	0.5
-19|7.19	0|-19.7	1.0
-19|7.-12	-14|-19.7	1.0
-19|7.6	-23|-19.7	0.5
-19|7.6	-35|-19.7	0.5
-19|7.-29	-10|-19.7	0.5
-19|7.-29	5|-19.7	0.5
-19|7.129	-10|-19.7	1.0
-19|7.12	-9|-19.7	0.6666666666666666
-19|7.12	14|-19.7	0.3333333333333333
-19|7.-6	9|-19.7	1.0
-19|7.-5	7|-19.7	0.5
-19|7.-5	-7|-19.7	0.5
-19|7.-27	-29|-19	0.5
-19|7.-27	4|-19.7	0.5
-19|7.-31	9|-19.7	1.0
-19|7.-9	2|-19.7	1.0
-19|7.-19	4|-19.7	1.0
-19|7.-17	7|-19.7	0.3333333333333333
-19|7.-17	-5|-19.7	0.3333333333333333
-19|7.-17	-24|-19.7	0.3333333333333333
-19|7.4	-23|-19.7	0.3333333333333333
-19|7.4	5|-19.7	0.3333333333333333
-19|7.4	6|-19.7	0.3333333333333333
-19|7.-18	9|-19.7	1.0
-19|7.-24	7|-19.7	1.0
-19|7.-2	-10|-19.7	0.5
-19|7.-2	2|-19.7	0.5
-19|7.0	2|-19.7	0.3333333333333333
-19|7.0	-12|-19.7	0.3333333333333333
-19|7.0	-2|-19.7	0.3333333333333333
-19|7.-11	3|-19.7	1.0
-19|-20.-16	-33|-19.-20	1.0
-19|-20.-2	-20|-19.-20	0.5
-19|-20.-2	0|-19.-20	0.5
-19|-20.-33	-27|-19.-20	1.0
-19|-20.-18	-11|-19.-20	0.3333333333333333
-19|-20.-18	-33|-19.-20	0.3333333333333333
-19|-20.-18	30|-19	0.3333333333333333
-19|-20.0	-3|-19.-20	0.5
-19|-20.0	-1|-19	0.5
-19|-20.4	3|-19.-20	1.0
-19|-20.-4	-5|-19.-20	1.0
-19|-20.22	4|-19.-20	1.0
-19|-20.-10	-8|-19.-20	0.5
-19|-20.-10	-3|-19.-20	0.5
-19|-20.7	4|-19.-20	0.5
-19|-20.7	-18|-19.-20	0.5
-19|-20.-21	-17|-19.-20	0.25
-19|-20.-21	-18|-19.-20	0.5
-19|-20.-21	-20|-19.-20	0.25
-19|-20.-9	-22|-19.-20	1.0
-19|-20.-23	-8|-19.-20	1.0
-19|-20.-6	-22|-19.-20	0.3333333333333333
-19|-20.-6	-32|-19.-20	0.3333333333333333
-19|-20.-6	-3|-19.-20	0.3333333333333333
-19|-20.-5	-3|-19.-20	1.0
-19|-20.-17	-24|-19.-20	0.3333333333333333
-19|-20.-17	-17|-19.-20	0.3333333333333333
-19|-20.-17	-23|-19.-20	0.3333333333333333
-19|-20.-22	-18|-19.-20	0.8333333333333334
-19|-20.-22	-20|-19.-20	0.16666666666666666
-19|-20.-19	-16|-19.-20	0.125
-19|-20.-19	129|-19	0.125
-19|-20.-19	-24|-19.-20	0.125
-19|-20.-19	7|-19.-20	0.125
-19|-20.-19	-20|-19.-20	0.25
-19|-20.-19	-6|-19.-20	0.125
-19|-20.-19	-33|-19.-20	0.125
-19|-20.-27	-20|-19.-20	0.5
-19|-20.-27	-32|-19.-20	0.5
-19|-20.128	128|-19.-20	1.0
-19|-20.-8	0|-19.-20	0.6666666666666666
-19|-20.-8	-33|-19.-20	0.3333333333333333
-19|-20.-29	-34|-19.-20	0.5
-19|-20.-29	7|-19.-20	0.5
-19|-20.-26	-30|-19.-20	1.0
-19|-20.-24	-24|-19.-20	1.0
-19|-6.-19	-27|-19	0.25
-19|-6.-19	-8|-19.-6	0.125
-19|-6.-19	-25|-19.-6	0.5
-19|-6.-19	-18|-19.-6	0.125
-19|-6.-27	-25|-19.-6	0.3333333333333333
-19|-6.-27	-27|-19	0.6666666666666666
-19|-6.-2	-29|-19.-6	1.0
-19|-6.-25	-27|-19	0.6
-19|-6.-25	-25|-19.-6	0.4
-19|-6.-24	-8|-19.-6	1.0
-19|-6.2	2|-19.-6	1.0
-19|-6.-10	-32|-19.-6	0.5
-19|-6.-10	-21|-19.-6	0.5
-19|-6.-8	-8|-19.-6	0.16666666666666666
-19|-6.-8	-6|-19.-6	0.6666666666666666
-19|-6.-8	-35|-19.-6	0.16666666666666666
-19|-6.-3	-31|-19	0.5
-19|-6.-3	2|-19.-6	0.5
-19|-6.11	14|-19.-6	1.0
-19|-6.4	4|-19.-6	1.0
-19|-6.12	-24|-19.-6	0.5
-19|-6.12	15|-19	0.5
-19|-6.-12	-10|-19	0.5
-19|-6.-12	-23|-19	0.5
-19|-6.-34	-36|-19	1.0
-19|-6.-9	-17|-19.-6	1.0
-19|11.7	14|-19.11	1.0
-19|11.-20	-24|-19.11	1.0
-19|11.9	2|-19.11	1.0
-19|11.16	4|-19.11	1.0
-19|11.12	-21|-19.11	0.2
-19|11.12	9|-19.11	0.4
-19|11.12	-12|-19.11	0.2
-19|11.12	10|-19.11	0.2
-19|11.-18	8|-19.11	0.5
-19|11.-18	-3|-19.11	0.5
-19|11.14	-9|-19.11	1.0
-19|11.2	14|-19.11	1.0
-19|11.-19	10|-19.11	1.0
-19|12.19	0|-19.12	1.0
-19|12.17	-9|-19.12	1.0
-19|12.3	-17|-19.12	1.0
-19|12.9	12|-19.12	0.5
-19|12.9	-3|-19.12	0.5
-19|12.-10	-5|-19.12	1.0
-19|12.4	11|-19.12	1.0
-19|12.14	4|-19.12	1.0
-19|12.-17	9|-19.12	1.0
-19|12.-24	8|-19.12	0.5
-19|12.-24	-24|-19.12	0.5
-19|12.-31	-30|-19.12	1.0
-19|19.-24	128|-19.19	0.5
-19|19.-24	-21|-19.19	0.5
-19|19.17	16|-19	0.5
-19|19.17	-8|-19.19	0.5
-19|-9.-20	-9|-19.-9	0.3333333333333333
-19|-9.-20	17|-19	0.16666666666666666
-19|-9.-20	11|-19.-9	0.16666666666666666
-19|-9.-20	9|-19.-9	0.16666666666666666
-19|-9.-20	-5|-19.-9	0.16666666666666666
-19|-9.5	-9|-19.-9	0.6666666666666666
-19|-9.5	-33|-19.-9	0.16666666666666666
-19|-9.5	-13|-19.-9	0.16666666666666666
-19|-9.-28	-16|-19.-9	1.0
-19|-9.15	-4|-19.-9	1.0
-19|-9.11	9|-19.-9	1.0
-19|-9.12	9|-19.-9	1.0
-19|-9.-13	-4|-19.-9	1.0
-19|-9.8	-35|-19.-9	1.0
-19|-9.16	17|-19	1.0
-19|-9.3	5|-19.-9	1.0
-19|-9.-16	11|-19.-9	1.0
-19|-9.-4	-24|-19.-9	1.0
-19|-9.4	2|-19.-9	1.0
-19|-9.-5	-25|-19.-9	0.5
-19|-9.-5	0|-19.-9	0.5
-19|-9.2	-9|-19.-9	0.6666666666666666
-19|-9.2	-13|-19.-9	0.3333333333333333
-19|-9.-25	-33|-19.-9	1.0
-19|-9.-19	-17|-19.-9	0.3333333333333333
-19|-9.-19	-2|-19.-9	0.3333333333333333
-19|-9.-19	-20|-19.-9	0.3333333333333333
-19|-9.-31	-33|-19.-9	0.5
-19|-9.-31	-7|-19.-9	0.5
-19|-9.7	-9|-19.-9	0.3333333333333333
-19|-9.7	-3|-19.-9	0.3333333333333333
-19|-9.7	5|-19.-9	0.3333333333333333
-19|-9.-22	-20|-19.-9	0.2
-19|-9.-22	-22|-19.-9	0.4
-19|-9.-22	5|-19.-9	0.2
-19|-9.-22	-9|-19.-9	0.2
-19|-9.6	2|-19.-9	1.0
-19|-9.-17	-1|-19.-9	0.5
-19|-9.-17	-13|-19.-9	0.5
-19|-9.20	18|-19	1.0
-19|-9.0	-4|-19.-9	1.0
-19|-9.-1	-7|-19.-9	1.0
-19|-9.-26	-4|-19.-9	1.0
-19|1.-3	-25|-19.1	1.0
-19|1.3	-18|-19.1	1.0
-19|1.0	-8|-19.1	0.5
-19|1.0	-27|-19.1	0.5
-19|1.-33	-11|-19.1	0.5
-19|1.-33	0|-19.1	0.5
1|-19.-13	-19|1.-19.-13	1.0
1|-19.4	-19|1.-19.4	1.0
-19|1.-25	-37|-19	1.0
-19|1.-2	-18|-19.1	1.0
-19|1.-23	-2|-19	1.0
-19|1.-30	9|-19.1	0.5
-19|1.-30	-8|-19.1	0.5
-19|1.2	-16|-19.1	0.3333333333333333
-19|1.2	2|-19.1	0.3333333333333333
-19|1.2	0|-19.1	0.3333333333333333
-19|1.-13	-13|-19.1	0.5
-19|1.-13	-27|-19.1	0.5
-19|1.6	5|-19.1	1.0
-19|129.-27	-27|-19	0.5
-19|129.-27	-25|-19	0.5
-19|129.-9	-9|-19.129	1.0
-19|129.12	16|-19	1.0
-19|129.-7	-12|-19.129	0.5
-19|129.-7	9|-19.129	0.5
-19|129.1	-22|-19.129	0.5
-19|129.1	-25|-19	0.5
-19|129.128	-15|-19.129	1.0
-19|-1.-4	-28|-19.-1	0.5
-19|-1.-4	-33|-19.-1	0.5
-19|-1.-18	-23|-19.-1	1.0
-19|-1.2	-15|-19.-1	0.3333333333333333
-19|-1.2	-20|-19.-1	0.3333333333333333
-19|-1.2	-1|-19	0.3333333333333333
-19|-1.-34	-8|-19.-1	1.0
-19|-1.-12	-33|-19.-1	1.0
-19|-1.-9	8|-19.-1	1.0
-19|-1.0	-2|-19.-1	0.5
-19|-1.0	3|-19.-1	0.5
-19|-1.-26	-29|-19.-1	1.0
-19|-1.-2	-33|-19.-1	0.5
-19|-1.-2	0|-19.-1	0.5
-19|-1.-28	-3|-19.-1	0.5
-19|-1.-28	-26|-19.-1	0.5
-19|-1.-33	8|-19.-1	0.5
-19|-1.-33	-7|-19.-1	0.5
-19|-1.-19	-20|-19.-1	0.5
-19|-1.-19	0|-19.-1	0.5
-19|-1.-5	-26|-19.-1	1.0
-19|-1.5	-2|-19.-1	0.5
-19|-1.5	-10|-19.-1	0.5
-19|-1.-21	-21|-19.-1	1.0
-19|-1.-7	-32|-19.-1	1.0
-19|-1.-3	-24|-19.-1	0.2
-19|-1.-3	-20|-19.-1	0.2
-19|-1.-3	-26|-19.-1	0.2
-19|-1.-3	-3|-19.-1	0.2
-19|-1.-3	0|-19.-1	0.2
-19|-1.-8	-4|-19.-1	1.0
-19|-3.-10	-3|-19.-3.-10	1.0
-19|-3.-10	4|-19.-3	0.5
-19|-3.2	0|-19.-3	1.0
-19|-3.-1	-29|-19.-3	0.25
-19|-3.-1	-5|-19.-3	0.25
-19|-3.-1	-33|-19.-3	0.25
-19|-3.-1	-4|-19.-3	0.25
-19|-3.129	-15|-19.-3	0.5
-19|-3.129	-3|-19.-3	0.5
-19|-3.-33	-24|-19.-3	1.0
-19|-3.-2	-4|-19.-3	1.0
-19|-3.14	7|-19.-3	1.0
-19|-3.-22	-33|-19.-3	0.5
-19|-3.-22	-3|-19.-3	0.5
-19|-3.-14	-18|-19.-3	1.0
-19|-3.-12	-8|-19.-3	1.0
-19|-3.-19	-30|-19.-3	0.3333333333333333
-19|-3.-19	-15|-19.-3	0.3333333333333333
-19|-3.-19	-27|-19.-3	0.3333333333333333
-19|-3.-27	-33|-19.-3	0.5
-19|-3.-27	-29|-19.-3	0.5
-19|-3.-18	29|-19	0.25
-19|-3.-18	-25|-19.-3	0.25
-19|-3.-18	5|-19.-3	0.25
-19|-3.-18	-3|-19.-3	0.25
-19|-3.4	-3|-19.-3.4	1.0
-19|-3.4	4|-19.-3	0.5
-19|-3.8	6|-19.-3	1.0
-19|-3.-21	-33|-19.-3	1.0
-19|-3.10	8|-19.-3	1.0
-19|-3.1	19|-19	1.0
-19|-3.-9	-3|-19.-3	0.5
-19|-3.-9	7|-19.-3	0.5
-19|-3.9	-3|-19.-3.9	1.0
-19|-3.9	-29|-19.-3	0.5
-19|-3.-4	-24|-19.-3	0.5
-19|-3.-4	-20|-19.-3	0.5
-19|-3.0	-1|-19.-3	0.25
-19|-3.0	0|-19.-3	0.25
-19|-3.0	-4|-19.-3	0.25
-19|-3.0	-31|-19.-3	0.25
-19|-3.11	12|-19	1.0
